id,number,gender,nation,academy,profession,class,结项级别,结项等级,奖项或成果名称,组办单位,获奖类型,获奖时间
1291,1608020136,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-17
1292,201721050334,女,汉族,刑事司法学院,法学（司）,司法1702,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1293,201821140113,女,汉族,哲学院,社会学,社会1801,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-25
1294,201721070089,女,汉族,财政税务学院,税收学,税务1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-07
1295,201721040224,女,苗族,法学院,法学,民商1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-11-09
1296,201721320004,女,汉族,文澜学院,经济管理试验班,经管1701,院级结项,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2018-09-08
1297,201821070153,男,汉族,财政税务学院,财政学类,财政1805,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-09-18
1298,201721070040,女,汉族,财政税务学院,税收学,税务1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-11
1299,201721110040,女,汉族,外国语学院,商务英语,商英1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-07
1300,201721320253,男,汉族,文澜学院,经济管理试验班,经管1701,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1301,1606050112,女,汉族,经济学院,经济学,经济1601,校级结项,第一,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-01
1302,201721130037,女,汉族,信息与安全工程学院,信息管理与信息系统,信管1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-04-26
1303,1611000301,女,汉族,外国语学院,英语,英语1603,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-11-05
1304,201721140042,女,汉族,哲学院,社会学,社会1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-10
1305,201821320007,女,汉族,文澜学院,经济管理试验班,经管1801,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-08
1306,1623020236,女,汉族,中韩新媒体学院,电影学（影像）,影像1602,校级结项,第三及以后,大学生创新创业训练计划-创业训练项目,教育部,团体,2018-12-01
1307,1608020315,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-31
1308,201721020264,男,汉族,经济学院,国际商务,国商1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1309,1606020124,女,汉族,工商管理学院,贸易经济,贸经1601,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-04-01
1310,201721060178,女,汉族,工商管理学院,物流管理,物管1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-05
1311,201721250291,女,回族,中韩新媒体学院,电影学（影像）,影像1703,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1312,1603100126,女,汉族,金融学院,房地产开发与管理,房产1601,校级结项,第二,大学生创新创业训练计划-创新训练项目,教育部,团体,2019-06-13
1313,201721070022,女,汉族,财政税务学院,财政学,财政1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-09-12
1314,1603010119,女,汉族,金融学院,金融学,金融1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
1315,201721030256,女,汉族,金融学院,工程管理,工程1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1316,201821320040,女,汉族,文澜学院,经济管理试验班,经管1802,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-03-08
1317,1612040306,女,汉族,新闻与文化传播学院,新闻学,新闻1601,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
1318,1604000518,男,汉族,法学院,法学,法1605,国家级结项,第二,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-01
1319,1603080108,女,汉族,金融学院,投资学,投资1601,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
1320,1604060153,男,仡佬族,法学院,法学,民商1601,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1321,201821060610,男,汉族,工商管理学院,工商管理（国际班）,工商国际1801,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
1322,1612040226,女,汉族,新闻与文化传播学院,广播电视学,广电1601,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-06
1323,201721040406,女,汉族,法学院,法学,民商1702,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-28
1324,201721040559,女,汉族,法学院,法学,法1705,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-09
1325,1603100112,男,汉族,金融学院,房地产开发与管理,房产1601,院级结项,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2018-05-08
1326,1607010221,女,汉族,财政税务学院,财政学,财政1602,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1327,1606080151,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1602,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-15
1328,201721050315,女,汉族,刑事司法学院,边防管理,边管1701,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-23
1329,1604070205,女,汉族,法学院,法学,外法1602,校级结项,第一,大学生创新创业训练计划-创业训练项目,教育部,团体,2018-12-20
1330,201721120055,女,汉族,新闻与文化传播学院,新闻学,新闻1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-07
1331,1604001029,女,汉族,法学院,法学,法1610,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-05-06
1332,1607030310,女,汉族,财政税务学院,税收学,税务1603,校级结项,第二,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-20
1333,1604060123,女,汉族,法学院,法学,民商1601,校级结项,第一,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-21
1334,1607030312,男,汉族,财政税务学院,税收学,税务1603,校级结项,第二,大学生创新创业训练计划-创新训练项目,教育部,团体,2019-06-13
1335,1604060123,女,汉族,法学院,法学,民商1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1336,201721080164,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1701,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-05
1337,201721320006,女,汉族,文澜学院,经济管理试验班,经管1701,院级结项,第一,文澜学院-博文杯科研项目,文澜学院,团体,2019-05-24
1338,201721130038,男,汉族,信息与安全工程学院,信息管理与信息系统,信管1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-03-07
1339,201721130290,男,汉族,信息与安全工程学院,电子商务（技术）,商务1702,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-12-21
1340,1602010408,女,汉族,经济学院,经济学,经济1604,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-05-01
1341,1604000436,女,汉族,法学院,法学,法1604,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1342,1602040215,女,汉族,经济学院,国际商务,国商1602,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-07
1343,1611080135,女,苗族,外国语学院,商务英语,商英1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-06
1344,1606010248,女,壮族,工商管理学院,国际经济与贸易,国贸1602,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-31
1345,201721090151,女,布依族,统计与数学学院,统计学,统计1701,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1346,201721030039,女,汉族,金融学院,房地产开发与管理,房产1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-06-05
1347,201721040175,男,汉族,法学院,法学,民商1702,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-04-29
1348,201721060448,女,汉族,工商管理学院,人力资源管理,人力1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1349,201721030291,女,汉族,金融学院,金融学,金融1702,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1350,201721040533,女,汉族,法学院,法学,民商1702,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-30
1351,1612040107,女,汉族,新闻与文化传播学院,网络与新媒体,网媒1601,院级结项,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2019-03-24
1352,201821130153,女,汉族,外国语学院,外国语言文学类,英语1805,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-04-06
1353,201821080313,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1801,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-26
1354,201721120059,女,汉族,新闻与文化传播学院,数字媒体艺术,媒体1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-03-25
1355,201721020234,男,汉族,经济学院,经济学,经济1702,院级结项,第三及以后,经济学院-“学蕴杯”本科生科研项目,经济学院,团体,2018-11-01
1356,1609110134,女,汉族,统计与数学学院,应用统计学,应统1601,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-07
1357,1603010129,女,汉族,金融学院,金融学,金融1601,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1358,1623020234,男,汉族,中韩新媒体学院,电影学（影像）,影像1602,校级结项,第一,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-09
1359,201721040453,男,汉族,法学院,法学,法1707,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
1360,1611080310,男,汉族,外国语学院,商务英语,商英1603,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-01
1361,201721060115,女,汉族,工商管理学院,国际经济与贸易,国贸1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-13
1362,201721100050,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1701,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
1363,201721130267,男,汉族,信息与安全工程学院,安全工程,安全1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,个体,2019-03-08
1364,1606100131,女,汉族,工商管理学院,物流管理,物管1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1365,201721060106,女,汉族,工商管理学院,管理科学,管科1701,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-09-21
1366,1604000923,女,汉族,法学院,法学,法1609,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
1367,201721040412,女,汉族,法学院,法学,法1710,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-05
1368,201721100176,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共事业管理,公管1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-13
1369,201721130008,女,汉族,信息与安全工程学院,安全工程,安全1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-30
1370,1605060135,男,汉族,刑事司法学院,法学（司）,司法1601,国家级结项,第二,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-07
1371,201721060318,女,汉族,工商管理学院,国际经济与贸易,国贸1702,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1372,201721110082,女,汉族,工商管理学院,工商管理,工商1702,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-07-13
1373,1603080122,女,汉族,金融学院,投资学,投资1601,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
1374,1613010109,男,汉族,信息与安全工程学院,安全工程,安全1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1375,201721030178,男,汉族,金融学院,工程管理,工程1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-09-09
1376,1604000316,男,汉族,法学院,法学,法1603,校级结项,第三及以后,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-01
1377,1604080220,女,汉族,法学院,法学,法制1602,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-06
1378,1605060201,男,汉族,刑事司法学院,法学（司）,司法1602,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-26
1379,201721060089,女,汉族,工商管理学院,国际经济与贸易,国贸1702,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1380,1623020210,女,汉族,中韩新媒体学院,电影学（影像）,影像1602,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
1381,201721030440,女,汉族,金融学院,房地产开发与管理,房产1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-15
1382,201721060061,女,汉族,工商管理学院,国际经济与贸易,国贸1702,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-05-08
1383,1632010108,女,汉族,文澜学院,经济管理试验班,经管1601,校级结项,第三及以后,大学生创新创业训练计划-创新训练项目,教育部,团体,2019-09-20
1384,1623020212,女,汉族,中韩新媒体学院,电影学（影像）,影像1602,校级结项,第三及以后,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-01
1385,201721090150,女,汉族,统计与数学学院,统计学,统计1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-09-20
1386,1608030145,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1601,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-04
1387,1606010111,女,汉族,工商管理学院,国际经济与贸易,国贸1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-01
1388,1607030341,男,汉族,财政税务学院,税收学,税务1603,校级结项,第二,大学生创新创业训练计划-创新训练项目,教育部,团体,2019-06-13
1389,201721040352,女,汉族,法学院,法学,法1705,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1390,201721080134,男,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1702,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1391,201721100117,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共事业管理,公管1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-08
1392,1604060202,女,汉族,法学院,法学,民商1602,校级结项,第三及以后,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-07
1393,1606030151,女,汉族,工商管理学院,管理科学,管科1601,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-16
1394,201721040217,女,汉族,文澜学院,经济管理试验班,经管1701,院级结项,第一,文澜学院-博文杯科研项目,文澜学院,团体,2019-05-06
1395,1603080201,女,汉族,金融学院,投资学,投资1602,院级结项,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2019-12-21
1396,1609010112,男,汉族,统计与数学学院,信息与计算科学,信科1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1397,1612040217,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1602,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-11-21
1398,201721060070,女,汉族,工商管理学院,工商管理,工商1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1399,201721030083,女,汉族,金融学院,金融工程,金工1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-09-15
1400,1602010245,女,蒙古族,经济学院,经济学,经济1602,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-07
1401,201721120010,女,蒙古族,新闻与文化传播学院,网络与新媒体,网媒1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-04
1402,1604060224,女,汉族,法学院,法学,民商1602,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-09-30
1403,201721080060,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
1404,201721040613,女,汉族,刑事司法学院,法学（司）,司法1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-25
1405,1604000815,女,汉族,法学院,法学,法1608,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-30
1406,201721080113,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1702,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-05
1407,1606010213,男,汉族,工商管理学院,国际经济与贸易,国贸1602,校级结项,第一,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-09-08
1408,201721080156,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-16
1409,1606060110,女,汉族,会计学院（会计硕士专业学位教育中心）,国际会计（中澳班）,国会1601,国家级结项,第二,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-01
1410,1610020101,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共事业管理,公管1601,院级结项,第二,其他（见附件）,其他（见附件）,团体,2019-12-01
1411,1611000107,女,汉族,外国语学院,英语,英语1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1412,1610010131,男,汉族,法学院,法学,民商1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
1413,201721090055,女,汉族,统计与数学学院,统计学,统计1701,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-09-30
1414,201721030141,女,汉族,金融学院,房地产开发与管理,房产1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-08
1415,1608030434,男,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1604,校级结项,第三及以后,大学生创新创业训练计划-创新训练项目,教育部,团体,2019-09-26
1416,201721070210,女,汉族,财政税务学院,财政学,财政1702,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
1417,201508030133,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1601,校级结项,第三及以后,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-24
1418,1603010112,女,汉族,金融学院,金融学,金融1601,国家级结项,第三及以后,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-05
1419,201821130216,女,汉族,信息与安全工程学院,计算机类,信息1805,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-04-09
1420,1612040121,女,汉族,新闻与文化传播学院,网络与新媒体,网媒1601,院级结项,第三及以后,经济学院-“学蕴杯”本科生科研项目,经济学院,团体,2018-11-01
1421,1604060218,女,汉族,法学院,法学,民商1602,校级结项,第三及以后,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-26
1422,1605020123,男,汉族,刑事司法学院,治安学,治安1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-05
1423,1602010427,女,汉族,经济学院,经济学,经济1604,国家级结项,第三及以后,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-08
1424,201821040542,男,汉族,法学院,法学类,法1807,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-03-15
1425,1610030122,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1426,201721130050,男,汉族,信息与安全工程学院,电子商务（技术）,商务1702,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
1427,1605030110,男,汉族,刑事司法学院,边防管理,边管1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1428,1607010211,女,汉族,财政税务学院,财政学,财政1602,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-08
1429,201721040120,女,汉族,法学院,法学,法1703,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-09
1430,201721100241,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-06
1431,1606050228,女,汉族,工商管理学院,市场营销,市营1602,校级结项,第三及以后,大学生创新创业训练计划-创新训练项目,教育部,团体,2019-09-03
1432,201721040294,男,汉族,法学院,法学,民商1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1433,201721100163,女,汉族,会计学院（会计硕士专业学位教育中心）,国际会计（中澳班）,国会1701,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
1434,201821100241,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1803,院级结项,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2019-03-10
1435,201721070182,男,汉族,财政税务学院,财政学,财政1703,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
1436,1602010145,女,回族,经济学院,经济学,经济1601,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-12
1437,1602010322,女,汉族,经济学院,经济学,经济1603,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
1438,201821080176,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1802,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-08
1439,1608030141,男,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1601,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1440,1603140132,男,汉族,金融学院,金融学（CFA）,CFA1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
1441,201721100212,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1701,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,个体,2019-05-01
1442,201721030318,女,汉族,金融学院,金融工程,金工1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-03-20
1443,201721040140,女,汉族,法学院,法学,民商1702,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1444,201821050001,男,汉族,刑事司法学院,公安学类,公安1805,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-08
1445,201821050006,女,汉族,刑事司法学院,公安学类,公安1802,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-07
1446,201721040315,女,汉族,法学院,法学,法1709,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-23
1447,201721070142,女,汉族,财政税务学院,财政学,财政1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-01
1448,201721050305,男,汉族,刑事司法学院,治安学,治安1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-15
1449,1607030312,男,汉族,财政税务学院,税收学,税务1603,校级结项,第二,大学生创新创业训练计划-创新训练项目,教育部,团体,2019-06-13
1450,201729080363,女,彝族,会计学院（会计硕士专业学位教育中心）,会计学（ACCA）,ACCA1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1451,1606020119,男,回族,工商管理学院,贸易经济,贸经1601,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-16
1452,201721050183,女,侗族,刑事司法学院,法学（司）,司法1702,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1453,201721090007,男,汉族,统计与数学学院,金融数学,金数1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-28
1454,201721080228,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1702,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
1455,1608020111,女,土家族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1601,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-30
1456,201721110280,女,汉族,外国语学院,俄语,俄语1701,院级结项,第一,外语学院-博文杯科研项目,外国语学院,团体,2019-03-25
