id,number,gender,nation,academy,profession,class,volunteer_level,award_level,award_name,organization,award_type,award_date
8723,1607010212,女,汉族,财政税务学院,财政学,财政1602,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-01-28
8724,201721020153,女,汉族,经济学院,国际商务,国商1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-14
8725,201821040613,女,汉族,法学院,法学类,法1809,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-31
8726,1604000506,女,汉族,法学院,法学,法1605,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-28
8727,201821040170,女,汉族,法学院,法学类,法1815,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-02-12
8728,201721060596,女,汉族,工商管理学院,国际经济与贸易,国贸1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-07
8729,1604000837,女,汉族,法学院,法学,法1608,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-06-13
8730,201721060575,女,汉族,工商管理学院,市场营销,市营1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-01
8731,201821050202,男,汉族,刑事司法学院,公安学类,公安1802,校级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,共青团中南财经政法大学委员会,个体,2019-09-09
8732,201821040164,女,汉族,法学院,法学类,法1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-16
8733,201821040321,女,汉族,法学院,法学类,法1810,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-10
8734,201821060567,女,汉族,工商管理学院,工商管理类,工商1809,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-28
8735,201821140118,女,汉族,哲学院,社会学,社会1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-02
8736,1606040110,女,汉族,工商管理学院,工商管理,工商1601,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-27
8737,201821020104,男,汉族,经济学院,国际商务,国商1802,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-17
8738,1606090153,女,汉族,工商管理学院,电子商务（管理）,商务1601,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-05
8739,1609030136,男,汉族,信息与安全工程学院,信息管理与信息系统,信管1601,校级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,共青团中南财经政法大学委员会,个体,2019-05-04
8740,201721110194,女,汉族,外国语学院,商务英语,商英1703,院级表彰,志愿服务优秀团队,志愿服务“优秀团队”,各学院,团体,2019-03-11
8741,201821120060,女,汉族,新闻与文化传播学院,新闻传播学类,新闻1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-15
8742,201721040552,女,汉族,法学院,法学,法1706,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-25
8743,1607010213,男,满族,财政税务学院,财政学,财政1602,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-30
8744,201721040362,女,汉族,法学院,法学,外法1701,校级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,共青团中南财经政法大学委员会,个体,2019-05-04
8745,201721070204,女,汉族,财政税务学院,税收学,税务1702,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-06
8746,201721030237,女,汉族,金融学院,保险学,保险1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-04
8747,201821060214,女,汉族,工商管理学院,工商管理类,工商1806,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-31
8748,201721060382,男,汉族,工商管理学院,市场营销,市营1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-09-16
8749,1604000217,男,汉族,法学院,法学,法1602,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-28
8750,1611060117,女,汉族,外国语学院,法语,法语1601,校级表彰,志愿服务先进个人,志愿服务“先进个人” ,共青团中南财经政法大学委员会,个体,2019-04-15
8751,201821110210,女,汉族,外国语学院,俄语,俄语1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-02
8752,1603030165,女,汉族,金融学院,工程管理,工程1601,校级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,共青团中南财经政法大学委员会,个体,2018-12-05
8753,201821040185,女,汉族,法学院,法学类,法1808,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-03
8754,201721030023,女,汉族,金融学院,金融学,金融1702,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-21
8755,201821030410,女,汉族,金融学院,金融学类,金融1807,院级表彰,志愿服务优秀团队,志愿服务“优秀团队”,各学院,团体,2019-04-20
8756,201821040774,女,汉族,法学院,法学,法1808,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-08
8757,201721110153,女,汉族,外国语学院,英语,英语1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-09
8758,201721140025,女,汉族,哲学院,哲学,哲学1701,校级表彰,志愿服务先进个人,志愿服务“先进个人” ,共青团中南财经政法大学委员会,个体,2019-04-19
8759,201721100050,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-02
8760,201721040478,女,汉族,法学院,法学,法1706,院级表彰,志愿服务优秀团队,“四进社区”志愿服务活动,各学院,个体,2019-03-16
8761,201821110229,女,土家族,外国语学院,外国语言文学类,英语1802,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-21
8762,201721040296,男,汉族,法学院,法学,法1709,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-31
8763,201721040482,女,汉族,法学院,法学,法1706,院级表彰,志愿服务优秀团队,“四进社区”志愿服务活动,各学院,个体,2019-03-29
8764,201821120219,女,汉族,新闻与文化传播学院,新闻传播学类,新闻1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-02
8765,1613010112,女,汉族,信息与安全工程学院,安全工程,安全1601,校级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,共青团中南财经政法大学委员会,个体,2019-05-04
8766,201721030238,女,汉族,金融学院,金融学,金融1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-12
8767,201821040095,女,汉族,法学院,法学类,法1808,院级表彰,志愿服务优秀团队,“四进社区”志愿服务活动,各学院,个体,2019-06-01
8768,201721110120,女,汉族,外国语学院,商务英语,商英1703,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-25
8769,201721020099,女,壮族,经济学院,经济学,经济1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-28
8770,1606050138,女,汉族,工商管理学院,市场营销,市营1601,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-14
8771,201721120105,男,汉族,经济学院,经济学,经济1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-08
8772,1607030223,女,汉族,财政税务学院,税收学,税务1602,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-09-02
8773,201821100243,男,汉族,经济学院,国际商务,国商1801,院级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,各学院,个体,2019-05-04
8774,201821040599,女,土家族,法学院,法学类,法1809,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-01-26
8775,201821020070,男,满族,经济学院,经济学,经济1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-13
8776,1623010312,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1603,校级表彰,志愿服务优秀团队,志愿服务“优秀团队”,共青团中南财经政法大学委员会,团体,2018-10-12
8777,201821040742,女,土家族,法学院,法学类,法1807,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-25
8778,201721040135,女,汉族,法学院,法学,法1706,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-03
8779,201821020045,男,汉族,经济学院,国际商务,国商1802,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-06-30
8780,201721250287,女,汉族,中韩新媒体学院,电影学（影像）,影像1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-05
8781,201821100198,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-12-20
8782,201721100236,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-09-01
8783,201721110106,女,汉族,法学院,法学,民商1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-28
8784,201828040456,男,汉族,法学院,法学类,法1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-02
8785,201721070218,女,土家族,财政税务学院,税收学,税务1701,校级表彰,志愿服务先进个人,志愿服务“先进个人” ,共青团中南财经政法大学委员会,个体,2019-05-04
8786,201721030307,女,苗族,金融学院,保险学（精算）,保精1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-09
8787,201821040196,女,汉族,法学院,法学类,法1813,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-01-25
8788,201821060063,女,汉族,工商管理学院,工商管理类,工商1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-13
8789,201721100233,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-09-25
8790,1604000110,女,汉族,法学院,法学（中美）,国法1601,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-18
8791,201721060197,女,汉族,法学院,法学,法1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-20
8792,201821070193,女,汉族,财政税务学院,财政学类,财政1802,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-28
8793,201821120133,女,汉族,新闻与文化传播学院,新闻传播学类,新闻1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-25
8794,201821030144,女,土家族,金融学院,金融学类,金融1808,院级表彰,志愿服务优秀团队,其他（见附件）,其他（见附件）,团体,2019-04-30
8795,1608030103,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1601,校级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,共青团中南财经政法大学委员会,个体,2019-05-04
8796,201821090072,女,汉族,统计与数学学院,经济统计学,经统1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-03-05
8797,201821090125,男,汉族,统计与数学学院,经济统计学,经统1801,校级表彰,志愿服务先进个人,志愿服务“先进个人” ,共青团中南财经政法大学委员会,个体,2019-05-14
8798,201821110117,女,汉族,外国语学院,俄语,俄语1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-26
8799,201721040229,女,汉族,法学院,法学,法1702,校级表彰,志愿服务优秀团队,志愿服务“优秀团队”,共青团中南财经政法大学委员会,团体,2019-03-25
8800,201729070244,女,壮族,财政税务学院,税收学,税务1702,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-04
8801,201721130185,女,汉族,信息与安全工程学院,电子商务（技术）,商务1702,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-05
8802,201721250087,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-25
8803,201821030359,男,汉族,金融学院,金融学类,金融1805,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-07
8804,201821040276,男,汉族,法学院,法学类,法1808,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-03-10
8805,201821040800,女,汉族,法学院,法学类,法1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-22
8806,201821030081,男,汉族,金融学院,金融学类,金融1806,院级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,各学院,个体,2019-05-20
8807,201721040080,男,汉族,法学院,法学,法1702,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-23
8808,201821020012,女,汉族,经济学院,经济学（实验）,经济实验1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-08-28
8809,201721040007,女,汉族,法学院,法学,法1702,校级表彰,志愿服务优秀团队,志愿服务“优秀团队”,共青团中南财经政法大学委员会,团体,2019-03-25
8810,1611060119,女,汉族,外国语学院,法语,法语1601,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-27
8811,201821080251,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-09
8812,201821090117,女,汉族,统计与数学学院,统计学类,统计1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-27
8813,201721090283,女,汉族,统计与数学学院,经济统计学,经统1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-09
8814,201821060286,女,汉族,统计与数学学院,统计学类,统计1802,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-12
8815,201721040478,女,汉族,法学院,法学,法1706,院级表彰,志愿服务优秀团队,“四进社区”志愿服务活动,各学院,个体,2018-12-04
8816,201821060037,女,汉族,工商管理学院,工商管理类,工商1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-11
8817,201721100095,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1701,校级表彰,志愿服务先进个人,志愿服务“先进个人” ,共青团中南财经政法大学委员会,个体,2018-12-05
8818,1604080223,女,汉族,法学院,法学,法制1602,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-05
8819,201821040558,男,汉族,法学院,法学类,法1802,院级表彰,志愿服务优秀团队,“四进社区”志愿服务活动,各学院,个体,2019-03-28
8820,201721050073,女,汉族,刑事司法学院,法学（司）,司法1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-09-02
8821,201721090169,女,汉族,财政税务学院,财政学（中英班）,国财1702,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-05
8822,201721130210,女,汉族,信息与安全工程学院,电子商务（技术）,商务1702,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-27
8823,201721080056,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-10-27
8824,201821250252,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-20
8825,201821030175,女,汉族,金融学院,金融学类,金融1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-19
8826,201821110206,男,汉族,外国语学院,日语,日语1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-04
8827,201821030163,女,汉族,金融学院,金融学类,金融1806,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-01
8828,201821080170,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-02
8829,201821060455,女,汉族,工商管理学院,工商管理类,工商1809,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-11
8830,201821090278,男,汉族,统计与数学学院,统计学类,统计1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-24
8831,201721030267,女,汉族,金融学院,保险学（精算）,保精1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-26
8832,201821060511,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-13
8833,1609030125,男,汉族,信息与安全工程学院,信息管理与信息系统,信管1601,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-06
8834,201821140111,女,土家族,哲学院,社会学,社会1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-02
8835,201721060624,女,汉族,工商管理学院,农林经济管理,农经1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-12-08
8836,201721110263,女,汉族,外国语学院,商务英语,商英1702,校级表彰,志愿服务先进个人,志愿服务“先进个人” ,共青团中南财经政法大学委员会,个体,2019-05-04
8837,201721060627,女,汉族,工商管理学院,市场营销,市营1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-03-28
8838,201821100185,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-11
8839,201821040014,男,汉族,法学院,法学类,法1812,院级表彰,志愿服务优秀团队,“四进社区”志愿服务活动,各学院,团体,2018-11-22
8840,201721120014,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-20
8841,201821110191,女,汉族,外国语学院,外国语言文学类,英语1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-03
8842,201821110064,女,汉族,外国语学院,外国语言文学类,英语1802,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-30
8843,201821040115,女,汉族,法学院,法学类,法1816,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-11
8844,201721090293,男,汉族,统计与数学学院,经济统计学,经统1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-10
8845,201721110269,女,汉族,外国语学院,日语,日语1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-25
8846,201721060010,女,汉族,工商管理学院,旅游管理,旅游1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-11-04
8847,201821040581,女,汉族,法学院,法学类,法1804,院级表彰,志愿服务优秀团队,“四进社区”志愿服务活动,各学院,个体,2018-11-09
8848,201721060501,女,汉族,工商管理学院,农林经济管理,农经1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-11-09
8849,1604000904,女,汉族,法学院,法学,法1609,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-15
8850,201821020229,女,汉族,经济学院,经济学,经济1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-04-25
8851,201721060288,男,汉族,工商管理学院,国际经济与贸易,国贸1702,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-27
8852,201821030118,女,汉族,金融学院,管理科学与工程类,管工1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-18
8853,201721060537,男,土家族,工商管理学院,管理科学,管科1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-14
8854,201721100080,女,汉族,经济学院,经济学,经济1704,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-06
8855,201721060118,女,汉族,工商管理学院,农林经济管理,农经1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-17
8856,201721140227,女,汉族,经济学院,国际商务,国商1702,校级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,共青团中南财经政法大学委员会,个体,2019-05-06
8857,201821040357,女,汉族,法学院,法学类,法1811,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-06-03
8858,201721040210,女,汉族,法学院,法学,法1703,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-08
8859,201721020122,女,汉族,经济学院,经济学,经济1703,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-25
8860,201721060066,女,汉族,工商管理学院,国际经济与贸易,国贸1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-09-01
8861,201821040079,女,汉族,法学院,法学类,法1811,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-16
8862,201721070212,女,汉族,财政税务学院,财政学,财政1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-29
8863,201721090207,男,汉族,统计与数学学院,统计学,统计1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-04
8864,201729040856,女,彝族,法学院,法学,法1710,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-02-13
8865,201821100045,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1803,院级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,各学院,个体,2019-05-04
8866,201821100088,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-01-29
8867,201821030363,男,汉族,金融学院,金融学类,金融1807,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-03-28
8868,201721120101,男,汉族,新闻与文化传播学院,数字媒体艺术,媒体1702,院级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,各学院,个体,2018-12-14
8869,1611080126,女,土家族,外国语学院,商务英语,商英1601,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-03-11
8870,201821040681,女,汉族,法学院,法学（中美）,国法1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-11-17
8871,201721080162,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-31
8872,201821130036,男,汉族,信息与安全工程学院,计算机类,信息1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-31
8873,201721060158,女,汉族,工商管理学院,旅游管理,旅游1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-14
8874,201821030231,女,汉族,金融学院,金融学（CFA）,CFA1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-29
8875,201821250218,女,汉族,中韩新媒体学院,电影学（影像）,影像1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-11
8876,201821100260,女,苗族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-03
8877,201821030166,女,满族,金融学院,金融学类,金融1805,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-18
8878,201821090114,女,汉族,统计与数学学院,统计学类,统计1802,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-05-15
8879,201721040628,女,汉族,法学院,法学,法制1701,院级表彰,志愿服务优秀团队,“四进社区”志愿服务活动,各学院,团体,2018-11-30
8880,201821040558,男,汉族,法学院,法学类,法1802,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-03-01
8881,201721140019,女,汉族,哲学院,社会学,社会1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-02
8882,201821040196,女,汉族,法学院,法学类,法1813,院级表彰,志愿服务优秀团队,“四进社区”志愿服务活动,各学院,个体,2019-09-01
8883,201821030050,男,汉族,金融学院,金融学类,金融1807,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-16
8884,201821030176,男,汉族,金融学院,金融学类,金融1802,院级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,各学院,个体,2019-05-04
8885,201721090085,男,汉族,统计与数学学院,金融数学,金数1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-02
8886,201821090273,男,汉族,统计与数学学院,统计学类,统计1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-04-27
8887,201721080295,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1702,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-25
8888,201721030074,女,汉族,金融学院,保险学（精算）,保精1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-09-24
8889,201821080236,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-13
8890,201821080022,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-15
8891,1605030128,男,汉族,刑事司法学院,边防管理,边管1601,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-06
8892,201721020183,男,汉族,经济学院,经济学,经济1702,校级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,共青团中南财经政法大学委员会,个体,2019-05-08
8893,201721080295,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1702,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-06-06
8894,201821070001,男,汉族,财政税务学院,财政学类,财政1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2017-10-23
8895,201821090284,女,汉族,统计与数学学院,金融数学,金数1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-13
8896,201721130267,男,汉族,信息与安全工程学院,安全工程,安全1701,校级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,共青团中南财经政法大学委员会,个体,2019-05-04
8897,201721040266,女,汉族,法学院,法学,民商1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-13
