id,number,gender,nation,academy,profession,class,competition_level,award_level,award_name,organization,award_type,is_principal,award_date
1032,1609030148,男,汉族,信息与安全工程学院,信息管理与信息系统,信管1601,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
1033,1606040143,女,汉族,工商管理学院,工商管理,工商1601,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-01
1034,1604060107,男,汉族,法学院,法学,民商1601,校级竞赛,三等奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-04-05
1035,201721040568,女,汉族,法学院,法学,法1707,校级竞赛,优秀奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-04-10
1036,1607030314,女,汉族,财政税务学院,税收学,税务1603,校级竞赛,优秀奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-04-30
1037,201821130060,女,汉族,信息与安全工程学院,计算机类,信息1802,校级竞赛,二等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2019-08-06
1038,1610010141,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1601,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-06
1039,1612090219,女,汉族,新闻与文化传播学院,数字媒体艺术,媒体1602,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-01
1040,1604000451,女,汉族,法学院,法学,法1604,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-09
1041,1613030141,女,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1602,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-11-16
1042,1602010211,女,汉族,经济学院,经济学,经济1602,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-01
1043,201721130026,男,汉族,信息与安全工程学院,信息管理与信息系统,信管1701,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2019-06-18
1044,1603080207,女,汉族,金融学院,投资学,投资1602,国家级竞赛,二等奖,全国财经院校创新创业大赛,全国财经院校创新创业联盟,团体,暂无数据,2018-09-26
1045,1608020233,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1602,院级竞赛,二等奖,“明日之星“本科生学术论坛,会计学院,团体,暂无数据,2018-10-17
1046,201821320052,女,汉族,文澜学院,经济管理试验班,经管1801,校级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2019-06-30
1047,201721120149,女,汉族,新闻与文化传播学院,网络与新媒体,网媒1701,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,否,2018-12-21
1048,201721130230,女,汉族,信息与安全工程学院,环境工程,环境1701,校级竞赛,二等奖,暂无数据,共青团中央,团体,是,2019-04-25
1049,201721040132,女,汉族,法学院,法学,外法1701,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
1050,201821060048,男,汉族,工商管理学院,工商管理类,工商1809,院级竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,暂无数据,2019-05-14
1051,201721060352,女,汉族,工商管理学院,工商管理,工商1702,校级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2019-09-08
1052,1606090123,女,汉族,工商管理学院,电子商务（管理）,商务1601,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-01
1053,1604000605,女,汉族,法学院,法学,法1606,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-12
1054,201821070198,女,汉族,财政税务学院,财政学类,财政1805,国家级竞赛,三等奖,大学生创新创业训练计划-创新项目,教育部,团体,暂无数据,2019-05-16
1055,1606080119,女,汉族,工商管理学院,农林经济管理,农经1601,院级竞赛,二等奖,“工商学苑杯”经济管理学论坛论文评比,工商管理学院,团体,暂无数据,2018-12-30
1056,201721030309,男,汉族,金融学院,工程造价,造价1701,院级竞赛,优秀奖,财经评论员大赛,经济学院,个体,暂无数据,2019-05-30
1057,201721250082,女,汉族,中韩新媒体学院,电影学（影像）,影像1703,校级竞赛,一等奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,是,2018-12-01
1058,1623010411,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1604,院级竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,是,2018-12-07
1059,1607030119,女,汉族,财政税务学院,税收学,税务1601,国家级竞赛,一等奖,大学生创新创业训练计划-创新项目,教育部,团体,否,2019-05-29
1060,1609110136,女,汉族,统计与数学学院,应用统计学,应统1601,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-03-06
1061,201721020199,女,汉族,经济学院,国际商务,国商1701,省级竞赛,一等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2019-08-01
1062,1609110134,女,汉族,统计与数学学院,应用统计学,应统1601,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-07
1063,201721130282,男,汉族,信息与安全工程学院,安全工程,安全1701,省级竞赛,二等奖,全国高校安全科学与工程大学生实践与创新作品大赛,全国高校安全工程学术年会委员会,团体,暂无数据,2019-08-20
1064,1613010106,女,汉族,信息与安全工程学院,安全工程,安全1601,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,暂无数据,2019-05-08
1065,1607010314,女,汉族,财政税务学院,财政学,财政1603,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
1066,201721090055,女,汉族,统计与数学学院,统计学,统计1701,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,是,2019-05-31
1067,1610010128,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1601,省级竞赛,一等奖,暂无数据,共青团中央,团体,暂无数据,2019-05-26
1068,1606050103,女,汉族,工商管理学院,市场营销,市营1601,校级竞赛,二等奖,本科优秀科研成果评选,中南财经政法大学学生工作部,团体,暂无数据,2019-05-20
1069,1610080110,女,土家族,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1601,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-07
1070,1604000827,女,汉族,法学院,法学（卓越）,卓越1601,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-06
1071,1608010319,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1601,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
1072,1612040131,女,汉族,新闻与文化传播学院,汉语言文学,中文1601,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-08
1073,1604060149,男,汉族,法学院,法学,民商1601,校级竞赛,三等奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-04-01
1074,1610030156,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1601,省级竞赛,二等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2019-07-31
1075,1606030113,女,汉族,工商管理学院,管理科学,管科1601,院级竞赛,三等奖,“工商学苑杯”经济管理学论坛论文评比,工商管理学院,团体,暂无数据,2018-12-06
1076,201721060473,男,回族,工商管理学院,管理科学,管科1701,省级竞赛,二等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2019-09-08
1077,201721090074,女,汉族,统计与数学学院,信息与计算科学,信科1701,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-07
1078,1632010150,男,汉族,文澜学院,经济管理试验班,经管1601,院级竞赛,优秀奖,未来经济与管理领军人才学术论坛,文澜学院,个体,暂无数据,2017-07-25
1079,1603030143,男,汉族,金融学院,工程管理,工程1601,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,个体,暂无数据,2019-05-01
1080,1604060218,女,汉族,法学院,法学,民商1602,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-10-06
1081,201721020212,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1701,校级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2019-08-08
1082,1608030229,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1602,院级竞赛,二等奖,“明日之星“本科生学术论坛,会计学院,团体,暂无数据,2018-10-17
1083,1609050154,女,汉族,信息与安全工程学院,计算机科学与技术,计科1601,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
1084,1603080134,男,汉族,金融学院,投资学,投资1601,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,否,2018-12-21
1085,201721130040,女,汉族,信息与安全工程学院,信息管理与信息系统,信管1701,校级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2019-06-13
1086,201721020016,女,汉族,经济学院,国际商务,国商1701,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-01
1087,201721030075,男,汉族,金融学院,金融学,金融1701,院级竞赛,三等奖,未来经济与管理领军人才学术论坛,文澜学院,个体,暂无数据,2019-07-09
1088,1610010118,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1601,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
1089,201721060203,男,壮族,工商管理学院,旅游管理,旅游1701,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-12-21
1090,201721080027,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1701,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
1091,1609010125,女,汉族,统计与数学学院,信息与计算科学,信科1601,国家级竞赛,优秀奖,大学生创新创业训练计划-创新项目,教育部,团体,否,2018-09-26
1092,1604060214,男,汉族,法学院,法学,民商1602,省级竞赛,二等奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-05-10
1093,1604060117,男,汉族,法学院,法学,民商1601,校级竞赛,二等奖,大学生创新创业训练计划-创新项目,教育部,团体,否,2018-12-30
1094,201721060521,女,汉族,工商管理学院,国际经济与贸易,国贸1701,校级竞赛,一等奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,是,2019-09-08
1095,1608010102,男,汉族,会计学院（会计硕士专业学位教育中心）,会计学（ACCA）,ACCA1601,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-06
1096,1610030156,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1601,国家级竞赛,一等奖,“创智青羊杯”全国财经类高校创新创业大赛,中国高等教育协会高等财经分会,团体,是,2018-09-20
1097,1604080223,女,汉族,法学院,法学,法制1602,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
1098,1606080148,女,汉族,工商管理学院,农林经济管理,农经1601,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-27
1099,201721040667,男,汉族,法学院,法学,法1704,校级竞赛,三等奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,否,2019-04-09
1100,1603080207,女,汉族,金融学院,投资学,投资1602,国家级竞赛,三等奖,“创青春” 全国大学生创业大赛,共青团中央、教育部,团体,是,2018-11-05
1101,201721130198,女,汉族,信息与安全工程学院,环境工程,环境1701,校级竞赛,一等奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,否,2019-08-15
1102,201721070032,男,汉族,财政税务学院,税收学,税务1701,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-01
1103,201821030038,女,汉族,金融学院,金融学类,金融1808,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,暂无数据,2019-04-28
1104,201721060075,女,汉族,工商管理学院,工商管理（国际班）,工商国际1701,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
1105,201721320019,女,汉族,文澜学院,经济管理试验班,经管1702,校级竞赛,二等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2018-12-31
1106,201821020261,女,汉族,经济学院,经济学（实验）,经济实验1801,院级竞赛,优秀奖,财经评论员大赛,经济学院,个体,暂无数据,2019-05-11
1107,201721130198,女,汉族,信息与安全工程学院,环境工程,环境1701,校级竞赛,二等奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,是,2019-08-15
1108,201721030309,男,汉族,金融学院,工程造价,造价1701,校级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2019-08-01
1109,201821250123,女,汉族,中韩新媒体学院,电影学（影像）,影像1802,校级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,否,2019-09-08
1110,201721080325,女,土家族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1701,校级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2019-08-01
1111,1623010405,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1604,院级竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,是,2018-12-21
1112,201721020199,女,汉族,经济学院,国际商务,国商1701,校级竞赛,一等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2019-07-15
1113,1603030103,男,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1601,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-01
1114,201721140193,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1701,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2019-08-01
1115,201721040749,女,汉族,法学院,法学,民商1701,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-11-09
1116,1609050107,女,汉族,信息与安全工程学院,计算机科学与技术,计科1601,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
1117,1607030105,女,汉族,财政税务学院,税收学,税务1601,校级竞赛,二等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2018-12-01
1118,201821030370,女,汉族,金融学院,管理科学与工程类,管工1801,院级竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,个体,暂无数据,2019-05-25
1119,1610010146,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1601,省级竞赛,二等奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-05-10
1120,201721040054,女,汉族,法学院,法学,法1703,校级竞赛,一等奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,是,2019-09-08
1121,1606030114,女,汉族,工商管理学院,管理科学,管科1601,院级竞赛,二等奖,“工商学苑杯”经济管理学论坛论文评比,工商管理学院,团体,暂无数据,2018-11-26
1122,1612040142,男,汉族,新闻与文化传播学院,广播电视学,广电1601,校级竞赛,优秀奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,否,2019-04-01
1123,1606050106,男,汉族,经济学院,国际商务,国商1602,院级竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,个体,暂无数据,2019-07-29
1124,1612040125,女,满族,新闻与文化传播学院,网络与新媒体,网媒1601,校级竞赛,三等奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-04-25
1125,201721040549,女,汉族,法学院,法学,法1709,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-15
1126,1613010109,男,汉族,信息与安全工程学院,安全工程,安全1601,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2019-06-06
1127,1608030410,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1604,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-01
1128,1611000107,女,汉族,外国语学院,英语,英语1601,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
1129,1603080211,女,汉族,金融学院,投资学,投资1602,校级竞赛,二等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2018-12-01
1130,1609010143,女,汉族,财政税务学院,财政学,财政1603,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-10
1131,1610010103,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1601,省级竞赛,一等奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-05-27
1132,1603030163,男,壮族,金融学院,工程管理,工程1601,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
1133,1609110114,男,汉族,统计与数学学院,应用统计学,应统1601,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-06-06
1134,201721050092,男,汉族,刑事司法学院,治安学,治安1701,省级竞赛,一等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2019-07-31
1135,1602010322,女,汉族,经济学院,经济学,经济1603,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-01
1136,201821320008,男,汉族,文澜学院,经济管理试验班,经管1801,院级竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,个体,暂无数据,2019-04-29
1137,201721090287,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1701,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-01
1138,1612040133,女,汉族,新闻与文化传播学院,新闻学,新闻1601,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-04-28
1139,1610030151,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1601,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
1140,1603080148,男,汉族,金融学院,投资学,投资1601,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-12-01
1141,1608030144,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1601,院级竞赛,优秀奖,财经评论员大赛,经济学院,个体,暂无数据,2019-05-20
1142,201721070062,男,汉族,财政税务学院,税收学,税务1702,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,否,2019-12-01
1143,1604000319,女,汉族,法学院,法学,法1603,国家级竞赛,三等奖,大学生创新创业训练计划-创新项目,教育部,团体,暂无数据,2018-12-01
1144,201721040201,女,汉族,法学院,法学,法1705,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,否,2019-05-01
1145,1609030130,女,汉族,信息与安全工程学院,信息管理与信息系统,信管1601,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-06-06
1146,201721320019,女,汉族,文澜学院,经济管理试验班,经管1702,国家级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2018-10-31
1147,1608020237,女,苗族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1602,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-08
1148,201821030375,男,汉族,金融学院,金融学类,金融1803,院级竞赛,三等奖,其他（见附件）,其他（见附件）,个体,暂无数据,2019-06-05
1149,201721040079,男,汉族,法学院,法学,法1701,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-04
1150,201721030348,女,维吾尔族,金融学院,金融工程,金工1701,省级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2019-07-31
1151,1603010244,女,汉族,金融学院,金融学,金融1602,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
1152,201721040013,女,汉族,法学院,法学,法制1702,校级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,是,2019-08-01
1153,1607030333,女,汉族,财政税务学院,税收学,税务1603,校级竞赛,优秀奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-04-20
1154,201721080295,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1702,院级竞赛,优秀奖,财经评论员大赛,经济学院,个体,暂无数据,2019-05-18
1155,201721040802,女,汉族,刑事司法学院,法学（司）,司法1701,校级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2019-08-05
1156,201721130004,女,汉族,信息与安全工程学院,电子商务（技术）,商务1702,省级竞赛,一等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2018-09-01
1157,1604080220,女,汉族,法学院,法学,法制1602,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-02
1158,201821070065,男,汉族,财政税务学院,财政学类,财政1805,国家级竞赛,三等奖,大学生创新创业训练计划-创新项目,教育部,团体,暂无数据,2019-05-16
1159,1607030237,女,汉族,统计与数学学院,统计学,统计1601,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-06
1160,201721130198,女,汉族,信息与安全工程学院,环境工程,环境1701,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,暂无数据,2019-08-15
1161,1612040125,女,满族,新闻与文化传播学院,网络与新媒体,网媒1601,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-08
1162,201821320063,女,汉族,文澜学院,经济管理试验班,经管1801,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2019-08-01
1163,201721080201,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1702,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
1164,201721030371,男,汉族,金融学院,保险学（精算）,保精1701,院级竞赛,二等奖,财经评论员大赛,经济学院,个体,暂无数据,2019-05-01
1165,1602040242,女,汉族,经济学院,国际商务,国商1602,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
1166,201821110300,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1801,校级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,否,2019-09-08
1167,201721060525,男,汉族,工商管理学院,市场营销,市营1702,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-03-01
1168,201721080088,女,仫佬族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1701,省级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2019-06-09
1169,201721060317,女,汉族,会计学院（会计硕士专业学位教育中心）,国际会计（中澳班）,国会1701,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-01
1170,201821070060,女,汉族,财政税务学院,财政学类,财政1804,院级竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,个体,暂无数据,2019-07-07
1171,201721040567,女,汉族,法学院,法学,法1709,校级竞赛,优秀奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-04-15
1172,1608010226,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1602,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
1173,1611090110,女,汉族,外国语学院,俄语,俄语1601,院级竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,个体,暂无数据,2016-11-20
1174,1610030153,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1601,省级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2018-12-24
1175,201721250253,女,汉族,中韩新媒体学院,电影学（影像）,影像1701,校级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2018-12-19
1176,1609100114,女,汉族,统计与数学学院,经济统计学,经统1601,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-07
1177,201721090092,女,汉族,财政税务学院,财政学（中英班）,国财1701,校级竞赛,一等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2018-12-20
1178,1609050108,女,汉族,信息与安全工程学院,计算机科学与技术,计科1601,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2019-09-08
1179,1613030104,女,黎族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1602,校级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2019-08-01
1180,1603100139,女,汉族,金融学院,房地产开发与管理,房产1601,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,暂无数据,2018-12-01
1181,1606090151,女,壮族,工商管理学院,电子商务（管理）,商务1601,省级竞赛,一等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2018-09-28
1182,201721040050,女,汉族,法学院,法学,民商1701,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-01
1183,201721080211,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1701,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,否,2019-08-06
1184,201821060251,女,壮族,财政税务学院,财政学类,财政1803,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-28
