序号,学号,学院,专业,班级,加权平均成绩,算术平均成绩,能力评价总分,基本素质总分,综合评价总分,加权平均成绩年级专业排名,科研创新总分排名,专业技能总分排名,文体特长总分排名,团学工作总分排名,社会实践总分排名,必修课程门数,必修课程及格门数,体测成绩
12144,201721100123,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,91.03,91.44,4.62,97,66.00/42,4/42,6/42,9/42,7/42,3/42,10/42,25,25,合格
12145,201721100250,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,92.53,93.23,4.30,90,65.68/42,1/42,1/42,23/42,13/42,16/42,13/42,26,26,合格
12146,201721100027,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,88.44,88.91,7.92,96,65.42/42,10/42,6/42,1/42,3/42,14/42,7/42,23,23,合格
12147,201721100024,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,89.21,89.75,5.12,98,65.30/42,7/42,6/42,10/42,5/42,3/42,9/42,24,24,合格
12148,201721100199,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,89.22,89.87,3.82,94,64.32/42,6/42,6/42,11/42,1/42,16/42,13/42,23,23,合格
12149,201721100269,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,88.66,89.46,3.02,96,64.07/42,8/42,6/42,6/42,13/42,14/42,10/42,24,24,合格
12150,201721100160,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,88.60,89.39,1.20,96,63.49/42,9/42,6/42,15/42,13/42,16/42,13/42,23,23,合格
12151,201721100122,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,87.90,88.91,1.28,96,63.13/42,11/42,6/42,14/42,13/42,16/42,13/42,23,23,合格
12152,201721100274,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,86.67,87.60,3.85,95,63.07/42,15/42,6/42,7/42,9/42,5/42,13/42,25,25,合格
12153,201721100188,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,86.99,88.56,1.90,96,62.81/42,13/42,6/42,15/42,13/42,9/42,13/42,25,25,合格
12154,201721100218,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,85.89,86.91,5.82,92,62.79/42,16/42,6/42,29/42,4/42,9/42,2/42,23,23,合格
12155,201721100087,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,86.91,88.16,2.45,94,62.64/42,14/42,6/42,11/42,13/42,11/42,13/42,25,25,合格
12156,201721100226,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,83.60,84.29,7.10,95,62.36/42,24/42,2/42,23/42,13/42,16/42,3/42,21,21,合格
12157,201721100076,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,85.56,85.92,2.20,97,62.27/42,17/42,6/42,15/42,13/42,5/42,13/42,24,24,合格
12158,201721100034,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,83.16,84.75,5.00,97,61.79/42,25/42,6/42,3/42,13/42,7/42,13/42,24,23,合格
12159,201721100190,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,87.09,87.96,0.45,90,61.53/42,12/42,6/42,23/42,13/42,16/42,13/42,23,23,合格
12160,201721100152,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,84.61,86.09,3.95,91,61.37/42,20/42,6/42,15/42,13/42,16/42,4/42,24,23,合格
12161,201721100005,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,85.07,85.70,0.18,96,61.24/42,18/42,5/42,29/42,13/42,16/42,13/42,21,20,合格
12162,201721100094,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,83.80,85.50,1.35,95,60.75/42,23/42,6/42,15/42,9/42,16/42,13/42,24,24,合格
12163,201721100204,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,84.80,85.36,0.00,94,60.74/42,19/42,6/42,29/42,13/42,16/42,13/42,25,25,合格
12164,201721100097,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,83.85,84.21,0.40,95,60.49/42,22/42,6/42,29/42,13/42,12/42,13/42,24,24,不合格
12165,201721100106,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,82.68,84.33,1.55,95,60.19/42,26/42,6/42,15/42,8/42,16/42,10/42,24,24,合格
12166,201721100108,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,82.19,84.04,0.98,94,59.60/42,27/42,6/42,23/42,6/42,16/42,13/42,24,24,合格
12167,201721100259,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,80.47,81.60,2.78,94,59.19/42,30/42,6/42,7/42,12/42,16/42,13/42,25,25,合格
12168,201721100172,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,80.60,83.43,1.60,91,58.46/42,28/42,6/42,15/42,13/42,12/42,13/42,23,22,合格
12169,201721100243,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,79.50,82.65,0.45,95,58.11/42,32/42,6/42,23/42,13/42,16/42,13/42,24,22,合格
12170,201721100277,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,78.09,79.87,0.45,90,56.58/42,33/42,6/42,23/42,13/42,16/42,13/42,23,23,不合格
12171,201721100017,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,75.50,78.39,3.55,92,56.39/42,34/42,3/42,22/42,13/42,16/42,6/42,23,21,合格
12172,201721100078,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,73.87,75.91,0.88,94,54.99/42,36/42,4/42,29/42,13/42,16/42,13/42,22,20,合格
12173,201729100282,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,66.84,71.29,0.15,93,50.76/42,40/42,6/42,29/42,9/42,16/42,13/42,24,19,合格
12174,201721100079,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,59.38,65.30,4.35,95,48.21/42,42/42,6/42,5/42,2/42,16/42,13/42,23,17,合格
12175,201721100139,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,84.16,85.36,0,0,46.29/42,21/42,6/42,29/42,13/42,16/42,13/42,22,22,合格
12176,201721100275,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,80.60,82.92,0,0,44.33/42,28/42,6/42,29/42,13/42,16/42,13/42,25,24,合格
12177,201721100267,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,80.08,82.25,0,0,44.04/42,31/42,6/42,29/42,13/42,16/42,13/42,24,23,合格
12178,201721100194,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,74.48,77.77,0,0,40.96/42,35/42,6/42,29/42,13/42,16/42,13/42,23,20,合格
12179,201721100156,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,73.79,75.32,0,0,40.58/42,37/42,6/42,29/42,13/42,16/42,13/42,23,20,合格
12180,201721100257,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,72.34,73.25,0,0,39.79/42,38/42,6/42,29/42,13/42,16/42,13/42,24,21,不合格
12181,201721100253,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,70.95,72.20,0,0,39.02/42,39/42,6/42,29/42,13/42,16/42,13/42,25,21,合格
12182,201721100266,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,63.03,67.17,0,0,34.67/42,41/42,6/42,29/42,13/42,16/42,13/42,23,16,不合格
12183,201721100175,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,91.99,91.28,7.48,97,67.39/45,2/45,3/45,2/45,13/45,13/45,2/45,25,25,合格
12184,201721100040,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,90.95,91.30,7.30,99,67.06/45,4/45,17/45,1/45,2/45,4/45,7/45,23,23,合格
12185,201721100052,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,92.42,92.04,2.98,97,66.28/45,1/45,17/45,9/45,12/45,7/45,7/45,24,24,合格
12186,201721100009,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,91.04,91.21,2.60,99,65.70/45,3/45,17/45,25/45,10/45,1/45,7/45,24,24,合格
12187,201721100240,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,88.25,88.29,7.40,98,65.46/45,8/45,1/45,15/45,1/45,14/45,7/45,24,24,合格
12188,201721100038,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,88.24,89.38,6.00,99,65.18/45,9/45,6/45,5/45,8/45,3/45,7/45,24,24,合格
12189,201721100210,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,88.90,89.17,4.90,98,65.07/45,6/45,4/45,9/45,3/45,14/45,7/45,24,24,合格
12190,201721100270,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,89.00,88.96,3.30,97,64.49/45,5/45,9/45,9/45,13/45,14/45,7/45,25,25,合格
12191,201721100222,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,87.53,87.18,5.30,97,64.28/45,11/45,1/45,20/45,13/45,14/45,7/45,22,22,合格
12192,201721100252,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,87.35,87.92,3.40,100,64.06/45,12/45,17/45,9/45,6/45,10/45,7/45,24,24,合格
12193,201721100224,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,87.92,88.61,3.37,97,63.92/45,10/45,9/45,8/45,13/45,14/45,7/45,23,23,合格
12194,201721100070,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,86.69,86.61,5.18,97,63.78/45,15/45,9/45,3/45,13/45,14/45,7/45,18,18,合格
12195,201721100003,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,88.56,88.57,1.20,97,63.62/45,7/45,17/45,17/45,13/45,14/45,7/45,23,23,合格
12196,201721100004,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,86.13,87.05,3.80,97,63.06/45,17/45,6/45,7/45,13/45,14/45,7/45,22,22,合格
12197,201721100195,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,87.33,88.33,0.75,97,62.81/45,13/45,17/45,20/45,13/45,14/45,7/45,24,24,合格
12198,201721100036,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,86.60,87.92,1.60,98,62.81/45,16/45,17/45,17/45,13/45,10/45,7/45,24,24,合格
12199,201721100272,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,85.34,86.21,4.10,97,62.72/45,18/45,9/45,14/45,8/45,7/45,7/45,24,24,合格
12200,201721100211,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,86.73,87.04,1.15,97,62.60/45,14/45,17/45,20/45,13/45,10/45,7/45,23,23,合格
12201,201721100181,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,84.46,85.75,3.12,96,61.79/45,21/45,17/45,6/45,13/45,7/45,7/45,24,23,合格
12202,201721100063,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,83.95,86.00,1.55,100,61.64/45,24/45,17/45,20/45,13/45,5/45,7/45,24,24,合格
12203,201721100008,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,82.61,84.13,5.45,97,61.62/45,29/45,6/45,4/45,3/45,14/45,7/45,23,23,合格
12204,201721100258,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,82.69,83.88,4.12,99,61.57/45,28/45,4/45,25/45,6/45,2/45,2/45,24,24,合格
12205,201721100136,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,82.32,84.54,4.98,98,61.47/45,32/45,9/45,13/45,3/45,5/45,2/45,24,22,合格
12206,201721100041,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,84.48,85.57,1.45,97,61.45/45,20/45,16/45,30/45,10/45,14/45,2/45,21,21,合格
12207,201721100051,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,85.18,85.88,0.00,96,61.25/45,19/45,17/45,30/45,13/45,14/45,7/45,24,24,合格
12208,201721100206,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,84.04,85.26,1.50,97,61.22/45,22/45,17/45,15/45,13/45,14/45,7/45,23,23,合格
12209,201721100261,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,84.03,85.28,1.20,97,61.13/45,23/45,17/45,17/45,13/45,14/45,7/45,25,25,合格
12210,201721100182,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,83.41,85.00,0.58,95,60.30/45,26/45,17/45,25/45,13/45,14/45,2/45,24,24,合格
12211,201721100193,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,82.59,83.92,0.75,97,60.20/45,30/45,17/45,20/45,13/45,14/45,7/45,26,26,合格
12212,201721100185,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,79.42,82.00,0.00,97,58.23/45,37/45,17/45,30/45,13/45,14/45,7/45,25,25,合格
12213,201721100239,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,76.21,79.38,1.50,96,56.77/45,40/45,9/45,25/45,13/45,14/45,7/45,25,22,合格
12214,201721100202,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,83.69,85.08,0,0,46.03/45,25/45,17/45,30/45,13/45,14/45,7/45,24,24,合格
12215,201721100198,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,83.15,83.42,0,0,45.73/45,27/45,17/45,30/45,13/45,14/45,7/45,24,24,合格
12216,201721100244,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,82.53,84.16,0,0,45.39/45,31/45,17/45,30/45,13/45,14/45,7/45,26,24,合格
12217,201721100276,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,80.87,82.67,0,0,44.48/45,33/45,17/45,30/45,13/45,14/45,7/45,24,23,合格
12218,201721100069,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,80.85,83.71,0,0,44.47/45,34/45,17/45,30/45,13/45,14/45,7/45,25,24,合格
12219,201721100280,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,80.58,82.75,0,0,44.32/45,35/45,17/45,30/45,13/45,14/45,7/45,24,23,合格
12220,201721100273,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,80.21,82.43,0,0,44.12/45,36/45,17/45,30/45,13/45,14/45,7/45,24,23,合格
12221,201721100111,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,76.46,79.58,3.50,0,43.10/45,39/45,9/45,25/45,13/45,14/45,1/45,25,21,合格
12222,201721100162,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,77.75,80.04,0,0,42.76/45,38/45,17/45,30/45,13/45,14/45,7/45,25,24,合格
12223,201721100112,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,76.19,79.38,0,0,41.90/45,41/45,17/45,30/45,13/45,14/45,7/45,25,22,合格
12224,201721100113,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,71.53,75.63,0,0,39.34/45,42/45,17/45,30/45,13/45,14/45,7/45,25,21,合格
12225,201721100281,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,70.96,75.00,0,0,39.03/45,43/45,17/45,30/45,13/45,14/45,7/45,24,21,合格
12226,201721100065,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,70.83,71.95,0,0,38.96/45,44/45,17/45,30/45,13/45,14/45,7/45,21,17,不合格
12227,201721100177,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,41.16,47.50,0,0,22.64/45,45/45,17/45,30/45,13/45,14/45,7/45,18,9,合格
12228,201821100035,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,91.86,91.33,3.02,100,66.43/47,1/47,1/47,2/47,19/47,1/47,1/47,21,21,合格
12229,201821100009,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,90.55,90.75,2.88,100,65.67/47,3/47,1/47,3/47,1/47,12/47,3/47,20,20,合格
12230,201821100215,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,91.02,90.75,0.00,100,65.06/47,2/47,1/47,11/47,23/47,30/47,3/47,20,20,合格
12231,201821100026,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,90.44,90.05,0.92,100,65.02/47,4/47,1/47,11/47,11/47,12/47,3/47,21,21,不合格
12232,201821100117,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,89.52,89.52,1.58,100,64.71/47,5/47,1/47,10/47,9/47,6/47,3/47,21,21,合格
12233,201821100138,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,88.36,88.15,2.68,100,64.40/47,6/47,1/47,3/47,6/47,4/47,3/47,20,20,合格
12234,201821100007,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,88.16,88.30,0.95,100,63.77/47,7/47,1/47,3/47,23/47,19/47,3/47,20,20,合格
12235,201821100119,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,87.98,88.35,1.00,100,63.69/47,9/47,1/47,11/47,23/47,8/47,3/47,20,20,合格
12236,201821100249,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,87.66,88.45,0.90,100,63.48/47,12/47,1/47,11/47,23/47,9/47,3/47,20,20,合格
12237,201821100200,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,88.07,88.35,0.10,100,63.47/47,8/47,1/47,11/47,23/47,25/47,3/47,20,20,合格
12238,201821100186,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,87.97,88.24,0.08,100,63.41/47,10/47,1/47,11/47,19/47,30/47,3/47,21,21,合格
12239,201821100161,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,87.69,86.90,0.08,100,63.25/47,11/47,1/47,11/47,19/47,30/47,3/47,20,20,合格
12240,201821100210,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,87.12,87.37,0.42,100,63.04/47,14/47,1/47,11/47,11/47,19/47,3/47,19,19,合格
12241,201821100024,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,86.82,88.10,0.90,100,63.02/47,15/47,1/47,11/47,23/47,9/47,3/47,20,20,合格
12242,201821100172,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,86.58,87.60,0.90,100,62.89/47,16/47,1/47,11/47,9/47,14/47,3/47,20,20,合格
12243,201821100034,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,86.23,87.50,0.75,100,62.65/47,17/47,1/47,11/47,17/47,14/47,3/47,20,20,合格
12244,201821100115,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,85.93,85.95,1.25,100,62.64/47,18/47,1/47,3/47,23/47,17/47,3/47,20,20,合格
12245,201821100113,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,85.86,87.35,1.22,100,62.59/47,19/47,1/47,3/47,19/47,18/47,3/47,20,20,合格
12246,201821100231,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,85.38,86.05,1.15,100,62.30/47,20/47,1/47,11/47,23/47,7/47,3/47,20,20,合格
12247,201821100120,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,84.73,86.05,2.22,100,62.27/47,21/47,1/47,11/47,1/47,11/47,3/47,20,20,合格
12248,201821100003,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,83.40,85.45,3.90,100,62.04/47,30/47,1/47,1/47,5/47,2/47,3/47,20,20,合格
12249,201821100255,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,84.64,86.50,0.35,100,61.66/47,22/47,1/47,11/47,17/47,19/47,3/47,20,20,合格
12250,201821100250,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,84.38,85.90,0.75,100,61.63/47,25/47,1/47,3/47,23/47,30/47,3/47,20,20,合格
12251,201821100050,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,83.68,85.43,1.88,100,61.59/47,29/47,1/47,11/47,8/47,3/47,3/47,21,21,合格
12252,201821100205,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,84.23,85.11,0.73,100,61.55/47,26/47,1/47,11/47,6/47,19/47,3/47,19,19,合格
12253,201821100180,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,83.07,83.65,0.95,100,60.97/47,32/47,1/47,11/47,4/47,27/47,3/47,20,20,合格
12254,201821100144,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,82.80,84.85,0.18,100,60.59/47,33/47,1/47,11/47,23/47,27/47,1/47,20,20,合格
12255,201821100162,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,82.42,84.75,0.38,100,60.44/47,34/47,1/47,11/47,11/47,24/47,3/47,21,20,合格
12256,201821100197,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,81.77,84.55,0.32,100,60.07/47,36/47,1/47,11/47,11/47,25/47,3/47,20,20,合格
12257,201821100116,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,81.51,84.43,0.42,100,59.96/47,37/47,1/47,11/47,11/47,19/47,3/47,21,21,合格
12258,201821100052,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,80.42,82.45,2.28,100,59.92/47,39/47,1/47,3/47,3/47,16/47,3/47,20,20,合格
12259,201821100046,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,81.44,84.10,0.05,100,59.81/47,38/47,1/47,11/47,23/47,27/47,3/47,20,20,合格
12260,201821100240,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,82.13,83.80,0.00,97,59.72/47,35/47,1/47,11/47,23/47,30/47,3/47,20,20,合格
12261,201821100203,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,87.55,86.84,0,0,48.15/47,13/47,1/47,11/47,23/47,30/47,3/47,19,19,不合格
12262,201821100188,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,84.61,86.52,1.40,0,46.96/47,23/47,1/47,11/47,23/47,4/47,3/47,21,21,不合格
12263,201828100128,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,84.54,85.38,0,0,46.50/47,24/47,1/47,11/47,23/47,30/47,3/47,21,21,合格
12264,201821100032,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,84.18,84.53,0,0,46.30/47,27/47,1/47,11/47,23/47,30/47,3/47,19,19,合格
12265,201821100226,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,84.11,85.70,0,0,46.26/47,28/47,1/47,11/47,23/47,30/47,3/47,20,20,合格
12266,201828100129,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,83.09,84.43,0,0,45.70/47,31/47,1/47,11/47,23/47,30/47,3/47,21,21,合格
12267,201821100029,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,79.61,83.95,0,0,43.79/47,40/47,1/47,11/47,23/47,30/47,3/47,20,18,合格
12268,201821100042,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,78.93,81.16,0,0,43.41/47,41/47,1/47,11/47,23/47,30/47,3/47,19,19,合格
12269,201821100219,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,78.76,81.21,0.22,0,43.38/47,42/47,1/47,11/47,11/47,30/47,3/47,20,19,合格
12270,201821100207,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,78.09,81.50,0,0,42.95/47,43/47,1/47,11/47,23/47,30/47,3/47,21,20,合格
12271,201821100006,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,76.64,79.60,0,0,42.15/47,44/47,1/47,11/47,23/47,30/47,3/47,21,19,合格
12272,201829100271,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,73.32,78.05,0,0,40.33/47,45/47,1/47,11/47,23/47,30/47,3/47,20,17,合格
12273,201829100282,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,71.57,72.65,0,0,39.36/47,46/47,1/47,11/47,23/47,30/47,3/47,20,17,合格
12274,201821100211,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,68.56,72.39,0,0,37.71/47,47/47,1/47,11/47,23/47,30/47,3/47,18,15,合格
12275,201821100241,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1803,91.05,90.83,7.10,100,67.21/193,4/193,2/193,5/193,107/193,27/193,2/193,24,24,合格
12276,201821100087,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,89.47,90.55,7.32,100,66.40/193,11/193,5/193,5/193,2/193,3/193,31/193,22,22,合格
12277,201821100043,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,91.56,92.33,3.40,100,66.38/193,1/193,5/193,47/193,3/193,24/193,15/193,24,24,合格
12278,201821100088,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,91.30,91.74,3.50,100,66.26/193,3/193,5/193,5/193,12/193,12/193,15/193,23,23,合格
12279,201821100106,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,91.43,91.43,2.72,100,66.10/193,2/193,5/193,5/193,16/193,29/193,31/193,21,21,合格
12280,201821100086,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,87.64,89.50,9.15,100,65.95/193,35/193,5/193,5/193,26/193,29/193,1/193,22,22,合格
12281,201821100140,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,89.75,90.75,2.90,100,65.23/193,7/193,5/193,5/193,19/193,17/193,31/193,24,24,合格
12282,201821100239,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,89.67,90.19,3.42,99,65.19/193,8/193,5/193,2/193,9/193,37/193,31/193,21,21,合格
12283,201821100208,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,90.21,90.52,1.45,100,65.05/193,5/193,5/193,5/193,67/193,55/193,31/193,23,23,合格
12284,201821100151,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,89.49,89.27,2.45,100,64.95/193,10/193,5/193,5/193,107/193,5/193,31/193,22,22,合格
12285,201821100062,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,88.85,89.05,3.05,100,64.78/193,18/193,5/193,47/193,4/193,21/193,15/193,22,22,合格
12286,201821100095,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1801,89.55,90.83,2.70,97,64.61/193,9/193,5/193,4/193,57/193,12/193,31/193,23,23,合格
12287,201821100266,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,89.44,90.32,1.35,100,64.60/193,12/193,5/193,5/193,107/193,48/193,31/193,22,22,合格
12288,201821100221,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,89.09,89.32,1.95,100,64.58/193,15/193,5/193,5/193,34/193,41/193,15/193,22,22,合格
12289,201821100093,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1803,88.96,89.87,1.85,100,64.48/193,17/193,5/193,5/193,48/193,37/193,31/193,23,23,合格
12290,201821100085,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1803,87.05,88.96,5.25,100,64.45/193,48/193,5/193,5/193,10/193,48/193,4/193,23,23,合格
