序号,学号,性别,民族,学院,专业,班级,荣誉级别,荣誉类型,荣誉名称,颁奖单位,获得荣誉时间
4508,201721120194,女,汉族,新闻与文化传播学院,汉语言文学,中文1701,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-07
4509,201721250259,女,汉族,中韩新媒体学院,电影学（影像）,影像1701,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
4510,201821120061,女,汉族,新闻与文化传播学院,新闻传播学类,新闻1803,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-04
4511,201821040226,男,汉族,法学院,法学类,法1806,院级,优秀学生组织主要负责人,红旗团支部,各学院,2019-05-23
4512,201721050059,女,汉族,刑事司法学院,侦查学,侦查1701,院级,优秀学生组织主要负责人,刑事司法学院_学年综合表彰之优秀团队奖,共青团刑事司法学院委员会,2018-12-20
4513,201821040432,女,汉族,法学院,法学类,法1812,院级,团学先进个人,优秀学生干事,各学院团委,2019-05-15
4514,1609030133,男,汉族,信息与安全工程学院,信息管理与信息系统,信管1601,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
4515,201821110132,女,汉族,外国语学院,外国语言文学类,英语1807,院级,团学先进个人,外国语学院-综合表彰-个人荣誉称号,共青团中南财经政法大学外国语学院分团委,2019-05-23
4516,201821060233,男,汉族,工商管理学院,工商管理类,工商1804,校级,团学先进个人,军训优秀学员,中南财经政法大学人武部,2018-09-20
4517,1609050118,女,汉族,信息与安全工程学院,计算机科学与技术,计科1601,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-04
4518,201821070175,女,汉族,财政税务学院,财政学类,财政1805,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-15
4519,201821040401,女,汉族,法学院,法学类,法1813,校级,优秀学生组织主要负责人,红旗团支部,共青团中南财经政法大学委员会,2019-05-04
4520,201721070189,男,汉族,财政税务学院,财政学,财政1703,校级,团学先进个人, 青马工程-青年马克思主义者培养工程 ,共青团中央,2019-09-09
4521,201721090168,男,汉族,统计与数学学院,信息与计算科学,信科1701,院级,团学先进个人,综合表彰之优秀学生,各学院,2019-05-04
4522,201821070125,女,汉族,财政税务学院,财政学类,财政1804,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
4523,201721040495,女,汉族,法学院,法学,法1703,院级,团学先进个人,优秀新闻工作者,法学院,2018-09-30
4524,201721070188,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1701,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-06
4525,201821100188,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,校级,团学先进个人,社团活动先进个人,共青团中南财经政法大学委员会,2018-12-08
4526,201721020105,女,汉族,经济学院,经济学,经济1702,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-04-16
4527,201821070114,男,汉族,财政税务学院,财政学类,财政1803,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-05
4528,201821030250,女,汉族,金融学院,金融学类,金融1804,院级,团学先进个人,优秀学生干事,各学院团委,2019-05-04
4529,201721080136,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1701,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-06
4530,201721090290,女,汉族,统计与数学学院,经济统计学,经统1701,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
4531,201729070238,男,土家族,财政税务学院,财政学,财政1701,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-01
4532,1603050136,女,汉族,金融学院,保险学,保险1601,院级,团学先进个人,金融学院-五四表彰-个人荣誉称号,金融学院,2019-05-20
4533,201821100035,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,校级,团学先进个人,军训优秀学员,中南财经政法大学人武部,2018-09-20
4534,1610080127,女,土家族,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1601,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-04
4535,201821110305,女,汉族,法学院,法学类,法1802,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
4536,201821120121,女,汉族,新闻与文化传播学院,新闻传播学类,新闻1802,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
4537,201821110109,女,满族,外国语学院,日语,日语1801,院级,优秀学生组织主要负责人,先进集体,各学院（综合表彰）,2019-05-04
4538,201721040616,男,汉族,法学院,法学,法1705,院级,团学先进个人,法学院-五四表彰-个人荣誉称号,法学院,2019-05-04
4539,1607030108,女,汉族,财政税务学院,税收学,税务1601,校级,团学先进个人,团学骨干培训班,共青团中南财经政法大学委员会,2018-12-29
4540,201721030163,女,汉族,金融学院,房地产开发与管理,房产1701,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
4541,1609020116,女,汉族,统计与数学学院,统计学,统计1601,院级,团学先进个人,综合表彰之优秀学生,各学院,2018-11-05
4542,201721040494,女,汉族,法学院,法学,法1709,院级,团学先进个人,法学院-年度综合表彰-个人荣誉称号,法学院,2018-12-30
4543,201721050092,男,汉族,刑事司法学院,治安学,治安1701,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
4544,201721090152,女,汉族,统计与数学学院,金融数学,金数1701,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-08
4545,1608030324,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1603,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2017-05-04
4546,201721020053,女,汉族,经济学院,国际商务,国商1701,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
4547,201721060134,女,汉族,财政税务学院,财政学,财政1702,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-07
4548,201821040111,男,土家族,法学院,法学类,法1803,院级,团学先进个人,法学院-五四表彰-个人荣誉称号,法学院,2019-05-04
4549,201821120224,男,侗族,新闻与文化传播学院,汉语言文学,中文1801,校级,团学先进个人,优秀（先锋）共青团员,共青团中南财经政法大学委员会,2019-05-07
4550,1603010135,女,汉族,金融学院,金融学,金融1601,院级,团学先进个人,青年马克思主义者培养工程-优秀学员,共青团中央,2018-09-05
4551,201821040222,女,汉族,法学院,法学类,法1810,院级,团学先进个人,法学院-五四表彰-个人荣誉称号,法学院,2019-05-04
4552,1604000906,女,汉族,法学院,法学,法1609,院级,团学先进个人,校大运会院级综合表彰,各学院,2018-11-20
4553,201721320008,男,汉族,文澜学院,经济管理试验班,经管1702,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-06-06
4554,201821110131,女,汉族,法学院,法学（中美）,国法1801,校级,团学先进个人,优秀学生通讯员,中南财经政法大学党委宣传部,2019-09-07
4555,201721050173,男,汉族,刑事司法学院,侦查学,侦查1701,院级,团学先进个人,综合表彰之模范团干,各学院,2019-05-04
4556,201723060683,男,汉族,工商管理学院,工商管理,工商1701,校级,团学先进个人,优秀军训助理,中南财经政法大学学生工作部,2018-09-30
4557,201721060115,女,汉族,工商管理学院,国际经济与贸易,国贸1701,院级,团学先进个人,工商管理学院_学年综合表彰之优秀个人,工商管理学院,2018-12-12
4558,201821250077,男,汉族,中韩新媒体学院,电影学（影像）,影像1801,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
4559,201821040807,女,汉族,法学院,法学类,法1806,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
4560,201821040172,男,汉族,法学院,法学类,法1810,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
4561,1610030123,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1601,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-04
4562,201821080294,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1802,院级,团学先进个人,优秀（先锋）共青团员,各学院（综合表彰）,2019-05-04
4563,201821130119,男,汉族,信息与安全工程学院,安全工程,安全1801,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
4564,201721110040,女,汉族,外国语学院,商务英语,商英1701,校级,团学先进个人,优秀学生通讯员,中南财经政法大学党委宣传部,2019-05-07
4565,201721250138,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1702,校级,团学先进个人,优秀（先锋）共青团员,共青团中南财经政法大学委员会,2019-05-11
4566,201821020256,女,土家族,经济学院,经济学,经济1801,院级,团学先进个人,优秀学生干事,各学院团委,2019-05-04
4567,1604000112,女,汉族,法学院,法学,法1601,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
4568,201821070079,女,汉族,财政税务学院,财政学类,财政1804,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-06
4569,201721040749,女,汉族,法学院,法学,民商1701,院级,团学先进个人,法学院-五四表彰-个人荣誉称号,法学院,2019-05-08
4570,1605020136,男,汉族,刑事司法学院,治安学,治安1601,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2016-12-08
4571,1603050135,女,汉族,金融学院,保险学,保险1601,院级,团学先进个人,综合表彰之模范团干,各学院,2019-05-04
4572,201721020241,男,汉族,经济学院,国际商务,国商1702,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
4573,201721070053,男,汉族,财政税务学院,财政学,财政1703,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-08
4574,201821250055,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1801,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
4575,201721130159,女,汉族,信息与安全工程学院,信息管理与信息系统,信管1701,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-07
4576,201821090193,女,汉族,统计与数学学院,统计学类,统计1801,院级,团学先进个人,青年马克思主义者培养工程-优秀学员,共青团中央,2019-05-01
4577,1606070130,女,汉族,工商管理学院,市场营销,市营1602,校级,团学先进个人,党校党员发展对象培训优秀学员,中共中南财经政法大学委员会党校,2019-05-20
4578,201821070139,男,汉族,财政税务学院,财政学类,财政1803,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-31
4579,201821060176,女,汉族,工商管理学院,工商管理类,工商1807,院级,团学先进个人,校大运会院级综合表彰,各学院,2019-11-02
4580,1611000112,女,汉族,外国语学院,英语,英语1601,院级,团学先进个人,外国语学院-综合表彰-个人荣誉称号,共青团中南财经政法大学外国语学院分团委,2019-05-22
4581,201829030488,男,满族,金融学院,金融学类,金融1803,院级,优秀学生组织主要负责人,红旗团支部,各学院,2019-05-08
4582,1607010237,女,纳西族,财政税务学院,财政学,财政1602,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-01
4583,1604000402,女,汉族,法学院,法学,法1604,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
4584,1604070121,男,汉族,法学院,法学,外法1601,院级,团学先进个人,优秀新闻工作者,法学院,2018-11-01
4585,201821080231,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1801,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-15
4586,1607030216,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1601,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-04
4587,1604060252,女,壮族,法学院,法学,民商1602,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
4588,201721080090,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1701,院级,团学先进个人,优秀（先锋）共青团员,各学院（综合表彰）,2019-05-01
4589,201821020170,女,汉族,财政税务学院,财政学（中英班）,国财1801,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
4590,201721040396,女,蒙古族,法学院,法学,法1704,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-06-06
4591,201821030473,女,汉族,金融学院,管理科学与工程类,管工1802,院级,团学先进个人,校运会院级综合表彰,各学院,2018-12-20
4592,201721250054,女,汉族,中韩新媒体学院,电影学（影像）,影像1704,院级,团学先进个人,中韩新媒体学院-综合表彰-个人荣誉称号  ,中韩新媒体学院,2019-03-01
4593,201821100044,女,壮族,财政税务学院,财政学（中英班）,国财1801,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-15
4594,201721060369,女,汉族,工商管理学院,工商管理,工商1701,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
4595,201721120103,男,土家族,新闻与文化传播学院,广播电视学,广电1701,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2018-12-01
4596,201721040171,男,汉族,法学院,法学,外法1702,院级,团学先进个人,法学院-年度综合表彰-个人荣誉称号,法学院,2018-12-08
4597,1610010141,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1601,院级,团学先进个人,公共管理学院年终表彰之“十佳新星”,公共管理学院,2018-12-01
4598,201821080359,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1802,校级,团学先进个人,优秀学生干事,共青团中南财经政法大学委员会,2019-05-04
4599,201821070138,女,汉族,金融学院,金融学类,金融1807,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
4600,1604001037,男,汉族,法学院,法学,法1610,院级,团学先进个人,年度综合表彰优秀（十大）法科学子,中南财经政法大学法学院,2018-12-10
4601,201721130097,女,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1702,院级,优秀学生组织主要负责人,”工程之星“”工程十大学子“（团体）,信息与安全工程学院,2019-04-19
4602,201721130050,男,汉族,信息与安全工程学院,电子商务（技术）,商务1702,校级,团学先进个人,优秀学生通讯员,中南财经政法大学党委宣传部,2019-05-04
4603,201821070020,男,瑶族,财政税务学院,财政学类,财政1801,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-23
4604,201821040041,女,汉族,法学院,法学类,法1802,院级,团学先进个人,法学院-五四表彰-个人荣誉称号,法学院,2019-05-04
4605,201821040558,男,汉族,法学院,法学类,法1802,院级,团学先进个人,法学院-五四表彰-个人荣誉称号,法学院,2019-03-08
4606,1606010121,男,汉族,工商管理学院,国际经济与贸易,国贸1601,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-25
4607,201721110221,女,汉族,外国语学院,商务英语,商英1702,校级,团学先进个人,党校党员发展对象培训优秀学员,中共中南财经政法大学委员会党校,2019-05-19
4608,201721070214,女,汉族,财政税务学院,财政学,财政1701,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
4609,201721060433,男,汉族,金融学院,金融学（中美）,国金1701,院级,团学先进个人,金融学院-五四表彰-个人荣誉称号,金融学院,2019-05-04
4610,201721130032,女,汉族,信息与安全工程学院,环境工程,环境1701,院级,优秀学生组织主要负责人,红旗团支部,各学院,2019-05-04
4611,201721060602,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1702,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-07
4612,201821080047,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1801,校级,优秀学生组织主要负责人,红旗团支部,共青团中南财经政法大学委员会,2019-05-04
4613,201721060261,女,汉族,工商管理学院,人力资源管理,人力1701,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
4614,1608030221,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1602,院级,团学先进个人,优秀（先锋）共青团员,各学院（综合表彰）,2019-05-04
4615,201721130028,女,汉族,信息与安全工程学院,计算机科学与技术,计科1701,校级,团学先进个人,优秀学生通讯员,中南财经政法大学党委宣传部,2019-05-08
4616,201821080301,女,土家族,会计学院（会计硕士专业学位教育中心）,会计学,会计1803,院级,团学先进个人,优秀学生干事,各学院团委,2019-05-25
4617,201721030465,女,汉族,金融学院,房地产开发与管理,房产1701,院级,团学先进个人,金融学院-五四表彰-个人荣誉称号,金融学院,2019-05-04
4618,201721020020,女,汉族,经济学院,经济学,经济1704,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
4619,201721050098,女,汉族,刑事司法学院,法学（司）,司法1701,校级,团学先进个人,党校党员发展对象培训优秀学员,中共中南财经政法大学委员会党校,2018-10-18
4620,201721090150,女,汉族,统计与数学学院,统计学,统计1701,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-27
4621,1610070105,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1601,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-04
4622,201821080071,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1803,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
4623,1612090204,女,汉族,新闻与文化传播学院,数字媒体艺术,媒体1602,校级,团学先进个人,优秀学生通讯员,中南财经政法大学党委宣传部,2019-05-04
4624,201721110034,女,汉族,外国语学院,商务英语,商英1704,院级,团学先进个人,外国语学院-综合表彰-个人荣誉称号,共青团中南财经政法大学外国语学院分团委,2019-05-04
4625,201821080062,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1801,院级,团学先进个人,优秀学生干事,各学院团委,2019-05-04
4626,201721030007,女,汉族,金融学院,保险学（精算）,保精1701,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
4627,201721030184,女,汉族,金融学院,房地产开发与管理,房产1701,院级,团学先进个人,金融学院-五四表彰-个人荣誉称号,金融学院,2019-05-04
4628,201821080203,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1802,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-04
4629,201721100203,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1701,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-06
4630,201721060114,男,汉族,法学院,法学,外法1701,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-05
4631,201721040131,男,汉族,法学院,法学,法1704,校级,团学先进个人,模范团干,共青团中南财经政法大学委员会,2019-05-04
4632,201721120198,男,汉族,新闻与文化传播学院,新闻学,新闻1701,院级,优秀学生组织主要负责人,先进集体（班级）,各学院（综合表彰）,2019-05-04
4633,201821250207,女,汉族,中韩新媒体学院,电影学（影像）,影像1804,院级,团学先进个人,中韩新媒体学院-综合表彰-个人荣誉称号  ,中韩新媒体学院,2019-06-18
4634,1606060146,女,汉族,工商管理学院,人力资源管理,人力1601,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-25
4635,201721120055,女,汉族,新闻与文化传播学院,新闻学,新闻1701,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
4636,201821040370,女,汉族,法学院,法学类,法1814,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-01
4637,1608030136,男,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1601,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-04-12
4638,1608020133,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1601,校级,团学先进个人,模范团干,共青团中南财经政法大学委员会,2019-05-04
4639,201721120046,男,汉族,新闻与文化传播学院,新闻学,新闻1701,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
4640,1632010128,女,汉族,文澜学院,经济管理试验班,经管1601,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-02-04
4641,201721100045,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1701,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
4642,201821070036,女,汉族,财政税务学院,财政学类,财政1803,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-06
4643,201721040793,女,土家族,刑事司法学院,法学（司）,司法1702,院级,优秀学生组织主要负责人,刑事司法学院_综合表彰之优秀团队,共青团刑事司法学院委员会,2018-12-27
4644,201721040220,女,汉族,法学院,法学,法制1701,院级,团学先进个人,法学院-五四表彰-个人荣誉称号,法学院,2019-05-08
4645,201821040129,女,汉族,法学院,法学类,法1812,院级,团学先进个人,优秀（先锋）共青团员,各学院（综合表彰）,2019-05-04
4646,201721110239,女,汉族,外国语学院,日语,日语1702,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
4647,201721120063,女,汉族,新闻与文化传播学院,网络与新媒体,网媒1701,院级,团学先进个人,综合表彰之模范团干,各学院,2018-12-01
4648,201821090269,女,汉族,统计与数学学院,金融数学,金数1801,院级,优秀学生组织主要负责人,红旗团支部,各学院,2019-05-20
4649,201821100266,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-04
4650,201721040538,女,汉族,法学院,法学,民商1701,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
4651,201721040154,女,汉族,哲学院,国际政治,国政1701,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
4652,1608030123,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1601,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
4653,201821050030,男,汉族,刑事司法学院,公安学类,公安1803,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
4654,1606040243,男,汉族,工商管理学院,工商管理,工商1602,校级,优秀学生组织主要负责人,优秀社团主要负责人,共青团中南财经政法大学委员会,2018-09-30
4655,201721070191,男,汉族,财政税务学院,财政学,财政1703,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-01
4656,1604000342,男,汉族,法学院,法学,法1603,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
4657,201821130050,男,汉族,信息与安全工程学院,安全工程,安全1801,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
4658,201821050192,男,汉族,刑事司法学院,公安学类,公安1804,校级,团学先进个人,党校党员发展对象培训优秀学员,中共中南财经政法大学委员会党校,2018-10-18
4659,201821030021,男,汉族,金融学院,金融学类,金融1805,院级,团学先进个人,金融学院-五四表彰-个人荣誉称号,金融学院,2019-05-04
4660,201821030039,女,汉族,金融学院,金融学类,金融1801,院级,团学先进个人,优秀学生干事,各学院团委,2019-05-04
4661,1611060126,女,汉族,外国语学院,法语,法语1601,院级,团学先进个人,外国语学院-综合表彰-个人荣誉称号,共青团中南财经政法大学外国语学院分团委,2019-05-04
4662,1603150103,女,汉族,金融学院,保险学（精算）,保精1601,校级,团学先进个人,模范团干,共青团中南财经政法大学委员会,2019-02-28
4663,201721140159,女,汉族,哲学院,国际政治,国政1701,校级,优秀学生组织主要负责人,红旗团支部,共青团中南财经政法大学委员会,2018-12-06
4664,201721250131,女,汉族,中韩新媒体学院,电影学（影像）,影像1703,院级,团学先进个人,中韩新媒体学院-综合表彰-个人荣誉称号  ,中韩新媒体学院,2019-05-04
4665,201721030012,女,汉族,金融学院,金融学,金融1701,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
4666,201821120173,男,汉族,新闻与文化传播学院,新闻传播学类,新闻1802,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-25
4667,201721100047,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共事业管理,公管1701,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-06-01
4668,201821040175,女,彝族,法学院,法学类,法1809,院级,团学先进个人,法学院-五四表彰-个人荣誉称号,法学院,2019-06-19
4669,201721040395,男,汉族,法学院,法学,法1707,院级,团学先进个人,综合表彰之模范团干,各学院,2019-05-04
4670,201721060230,男,汉族,工商管理学院,市场营销,市营1702,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
4671,201821140050,男,汉族,哲学院,社会学,社会1801,院级,优秀学生组织主要负责人,哲学院-年度表彰-优秀集体,哲学院,2018-12-01
4672,201721120179,男,汉族,新闻与文化传播学院,广播电视学,广电1701,省级,团学先进个人,湖北省高校广播工作优秀个人,湖北省高校广播专业委员会,2018-12-09
4673,201721110083,女,汉族,会计学院（会计硕士专业学位教育中心）,国际会计（中澳班）,国会1701,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-04
4674,1606090122,女,汉族,工商管理学院,电子商务（管理）,商务1601,校级,团学先进个人,优秀学生通讯员,中南财经政法大学党委宣传部,2019-05-10
4675,201821070030,女,汉族,财政税务学院,财政学类,财政1802,院级,团学先进个人,优秀礼仪队队员,各学院,2019-04-08
4676,201721080077,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1701,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
4677,201721030024,男,汉族,金融学院,金融学（CFA）,CFA1701,校级,团学先进个人,团校培训班,共青团中南财经政法大学委员会,2019-03-28
4678,201821030250,女,汉族,金融学院,金融学类,金融1804,院级,团学先进个人,校大运会院级综合表彰,各学院,2018-12-20
4679,1603150135,男,汉族,金融学院,保险学（精算）,保精1601,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
4680,201821050194,男,汉族,刑事司法学院,公安学类,公安1802,校级,优秀学生组织主要负责人,红旗团支部,共青团中南财经政法大学委员会,2019-05-23
4681,1602010245,女,蒙古族,经济学院,经济学,经济1602,校级,团学先进个人,党校党员发展对象培训优秀学员,中共中南财经政法大学委员会党校,2018-11-20
4682,1605020136,男,汉族,刑事司法学院,治安学,治安1601,院级,团学先进个人,校大运会院级综合表彰,各学院,2017-10-09
4683,201821040596,女,汉族,法学院,法学类,法1810,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-06-16
4684,201821080017,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1803,院级,团学先进个人,优秀学生干事,各学院团委,2019-05-04
4685,201721110089,女,汉族,外国语学院,英语,英语1703,省级,团学先进个人,湖北省高校广播工作优秀个人,湖北省高校广播专业委员会,2018-12-01
4686,201821070215,女,汉族,财政税务学院,财政学类,财政1805,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-08
4687,1604001039,女,汉族,法学院,法学,法1610,校级,团学先进个人,模范团干,共青团中南财经政法大学委员会,2019-05-04
4688,201821020010,女,汉族,经济学院,经济学（实验）,经济实验1801,校级,团学先进个人,军训优秀学员,中南财经政法大学人武部,2019-10-26
4689,201721130036,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1701,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-04
4690,1606070124,女,汉族,工商管理学院,旅游管理,旅游1601,校级,团学先进个人,优秀学生通讯员,中南财经政法大学党委宣传部,2019-05-06
4691,201821050046,男,汉族,刑事司法学院,公安学类,公安1804,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-01
4692,201821030081,男,汉族,金融学院,金融学类,金融1806,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-07
4693,201721070028,女,汉族,财政税务学院,税收学,税务1702,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-04
4694,201821320019,男,汉族,文澜学院,经济管理试验班,经管1802,校级,优秀学生组织主要负责人,红旗团支部,共青团中南财经政法大学委员会,2019-05-04
4695,201821070093,女,汉族,财政税务学院,财政学类,财政1802,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-08
