id,number,gender,nation,academy,profession,class,social_practice_level,award_level,award_name,organization,award_type,award_date
2479,201721060163,女,汉族,法学院,法学,法1701,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2019-03-05
2480,201721060066,女,汉族,工商管理学院,国际经济与贸易,国贸1701,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-19
2481,1604000220,女,汉族,法学院,法学,法1602,院级,社会实践团队,社会实践“优秀团队”,各学院分团委,团体,2018-12-05
2482,201821110201,女,汉族,法学院,法学类,法1809,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-24
2483,1610010137,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1601,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-30
2484,1608030301,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1603,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-05-06
2485,1607030333,女,汉族,财政税务学院,税收学,税务1603,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-18
2486,1606100114,男,汉族,工商管理学院,物流管理,物管1601,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-12-01
2487,1610030116,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1601,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-24
2488,1603100106,女,汉族,金融学院,房地产开发与管理,房产1601,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-29
2489,1612040319,女,汉族,工商管理学院,工商管理,工商1602,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-08
2490,201821090110,男,汉族,统计与数学学院,金融数学,金数1802,院级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-09-04
2491,1613010119,女,汉族,信息与安全工程学院,安全工程,安全1601,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-12-01
2492,201821060399,女,汉族,工商管理学院,工商管理类,工商1802,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-06
2493,1609030138,女,汉族,信息与安全工程学院,信息管理与信息系统,信管1601,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-05-08
2494,1606080148,女,汉族,工商管理学院,农林经济管理,农经1601,院级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-05-08
2495,201721120010,女,蒙古族,新闻与文化传播学院,网络与新媒体,网媒1701,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-04-05
2496,201821040047,女,仫佬族,法学院,法学类,法1812,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2019-03-05
2497,201821110168,女,满族,外国语学院,俄语,俄语1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-23
2498,1604001002,女,汉族,法学院,法学,法1610,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-12-07
2499,201721030416,男,汉族,金融学院,投资学,投资1701,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-08
2500,201829130306,女,藏族,信息与安全工程学院,计算机类,信息1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-01
2501,201821320074,女,汉族,文澜学院,经济管理试验班,经管1802,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-08
2502,201721130250,女,汉族,信息与安全工程学院,安全工程,安全1701,校级,社会实践先进个人,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,个体,2019-03-15
2503,201821100035,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-28
2504,1609040134,女,汉族,信息与安全工程学院,电子商务（技术）,商务1602,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-01
2505,201721130274,女,汉族,信息与安全工程学院,安全工程,安全1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-01
2506,201821110266,女,汉族,外国语学院,外国语言文学类,英语1803,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-20
2507,201821130008,女,壮族,信息与安全工程学院,计算机类,信息1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-27
2508,201721050016,女,汉族,刑事司法学院,边防管理,边管1701,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-06
2509,1610070105,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1601,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-10-01
2510,201721130168,女,汉族,信息与安全工程学院,环境工程,环境1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-28
2511,201821130011,女,汉族,信息与安全工程学院,计算机类,信息1802,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-30
2512,201721070088,女,汉族,财政税务学院,税收学,税务1703,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-05
2513,201821100241,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1803,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-01-09
2514,1603140104,女,汉族,金融学院,工程造价,造价1601,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-12-01
2515,1610030137,女,土家族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1601,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-01
2516,1612040126,女,汉族,新闻与文化传播学院,新闻学,新闻1601,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2018-12-12
2517,201721020009,女,汉族,经济学院,国际商务,国商1701,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-06
2518,201721140166,女,汉族,哲学院,国际政治,国政1701,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-04-02
2519,1603030154,女,汉族,金融学院,工程管理,工程1601,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2018-12-07
2520,201721030129,男,汉族,金融学院,保险学,保险1701,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2018-12-25
2521,1606050216,男,汉族,工商管理学院,市场营销,市营1602,院级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-03-04
2522,201821060074,男,汉族,工商管理学院,经济与贸易类,经贸1802,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-28
2523,1604060218,女,汉族,法学院,法学,民商1602,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-03-06
2524,1606040254,女,汉族,工商管理学院,工商管理,工商1602,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-12
2525,1605010104,男,汉族,刑事司法学院,侦查学,侦查1601,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2018-09-01
2526,201821320008,男,汉族,文澜学院,经济管理试验班,经管1801,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2019-03-05
2527,201721130095,男,汉族,信息与安全工程学院,计算机科学与技术,计科1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-26
2528,201721060081,女,汉族,工商管理学院,国际经济与贸易,国贸1702,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-04-09
2529,1603080230,男,满族,金融学院,金融学（CFA）,CFA1601,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-01
2530,201721250135,女,汉族,中韩新媒体学院,电影学（影像）,影像1701,省级,社会实践先进个人,全国大中专学生志愿者暑期文化科技卫生“三下乡”社会实践活动,共青团中央、中央宣传部、国家教育部、全国学联,团体,2018-12-04
2531,1604060201,女,汉族,法学院,法学,民商1602,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-20
2532,1623020436,女,汉族,中韩新媒体学院,电影学（影像）,影像1604,院级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-10-08
2533,201721120010,女,蒙古族,新闻与文化传播学院,网络与新媒体,网媒1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-10-01
2534,201721120049,女,汉族,新闻与文化传播学院,网络与新媒体,网媒1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-12-14
2535,201821030195,女,汉族,金融学院,管理科学与工程类,管工1802,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-05
2536,201721100025,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1701,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-01
2537,201721080226,男,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1702,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-01
2538,201721080316,男,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1702,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-19
2539,201721070168,女,维吾尔族,财政税务学院,税收学,税务1702,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,个体,2019-03-20
2540,1632010108,女,汉族,文澜学院,经济管理试验班,经管1601,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2017-12-01
2541,201821140085,女,土家族,财政税务学院,财政学（中英班）,国财1801,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2019-06-20
2542,201821320046,女,汉族,文澜学院,经济管理试验班,经管1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-01
2543,1632010120,女,汉族,文澜学院,经济管理试验班,经管1601,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-12-31
2544,201821110153,女,汉族,外国语学院,外国语言文学类,英语1802,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2019-03-27
2545,201721320225,女,羌族,文澜学院,经济管理试验班,经管1701,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,个体,2019-09-22
2546,201821040175,女,彝族,法学院,法学类,法1809,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-02-16
2547,201721110024,男,汉族,外国语学院,日语,日语1702,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-01
2548,201721100111,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,个体,2019-09-09
2549,1610030147,女,傣族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1601,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2018-12-07
2550,201721130051,男,汉族,信息与安全工程学院,电子商务（技术）,商务1702,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-06-27
2551,201721100215,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1701,院级,社会实践团队,社会实践“优秀团队”,各学院分团委,团体,2018-10-16
2552,201721100045,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-03-02
2553,201721040071,女,汉族,法学院,法学,法1708,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2019-04-05
2554,1604080103,女,汉族,法学院,法学,法制1601,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,个体,2019-03-07
2555,201721020008,女,汉族,经济学院,经济学,经济1701,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-04-15
2556,1613030127,女,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1602,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-31
2557,201721030023,女,汉族,金融学院,金融学,金融1702,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2018-11-06
2558,201721090121,女,汉族,统计与数学学院,金融数学,金数1701,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-20
2559,1603080233,女,汉族,金融学院,投资学,投资1602,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2018-12-17
2560,201721100024,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-03-30
2561,201721140162,男,汉族,哲学院,国际政治,国政1701,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-01
2562,201721030055,男,汉族,金融学院,金融学（CFA）,CFA1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-12-21
2563,1603050103,女,汉族,金融学院,保险学,保险1601,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-12-01
2564,1602040216,女,汉族,经济学院,国际商务,国商1602,院级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-02-06
2565,201721030151,女,土家族,金融学院,金融学,金融1702,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-03-28
2566,1606020117,女,汉族,工商管理学院,贸易经济,贸经1601,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-04
2567,201721040238,女,汉族,法学院,法学,法1703,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-01
2568,201721050334,女,汉族,刑事司法学院,法学（司）,司法1702,院级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-05-01
2569,201721030314,男,汉族,金融学院,金融学,金融1701,院级,社会实践团队,社会实践“优秀团队”,各学院分团委,团体,2018-12-17
2570,1606040234,女,侗族,工商管理学院,工商管理,工商1602,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-01
2571,201721070193,男,汉族,财政税务学院,财政学,财政1702,院级,社会实践团队,社会实践“优秀团队”,各学院分团委,团体,2019-04-06
2572,1611080318,女,土家族,外国语学院,商务英语,商英1603,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-06
2573,201821110141,女,汉族,外国语学院,外国语言文学类,英语1802,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-28
2574,1623010422,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1604,院级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-03-28
2575,201821070016,男,汉族,财政税务学院,财政学类,财政1804,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-02-01
2576,1632010120,女,汉族,文澜学院,经济管理试验班,经管1601,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-31
2577,201821110005,女,壮族,外国语学院,日语,日语1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-02
2578,201821070100,女,汉族,财政税务学院,财政学类,财政1801,院级,社会实践团队,社会实践“优秀团队”,各学院分团委,团体,2019-04-10
2579,1623010430,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1604,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-10
2580,1603100155,男,汉族,财政税务学院,财政学（中英班）,国财1601,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2019-07-01
2581,1606080155,男,汉族,工商管理学院,农林经济管理,农经1601,院级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-09-06
2582,1603090112,女,汉族,金融学院,金融工程,金工1601,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-12-07
2583,1611080301,女,汉族,外国语学院,商务英语,商英1703,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-11-14
2584,201721040003,男,汉族,文澜学院,经济管理试验班,经管1701,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-12-17
2585,201821130296,女,汉族,信息与安全工程学院,计算机类,信息1805,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-21
2586,201721020064,女,汉族,经济学院,国际商务,国商1702,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-12-01
2587,201821130123,男,汉族,信息与安全工程学院,计算机类,信息1804,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-30
2588,1613030119,女,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1602,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-29
2589,201821090156,女,汉族,统计与数学学院,统计学类,统计1802,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-06-25
2590,1609110134,女,汉族,统计与数学学院,应用统计学,应统1601,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2018-12-07
2591,1602040140,女,汉族,经济学院,国际商务,国商1601,院级,社会实践团队,社会实践“优秀团队”,各学院分团委,团体,2018-09-01
2592,1604000316,男,汉族,法学院,法学,法1603,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-01
2593,201821130118,男,汉族,信息与安全工程学院,安全工程,安全1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-27
2594,201821130295,女,汉族,信息与安全工程学院,计算机类,信息1804,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-14
2595,201721130138,女,汉族,信息与安全工程学院,信息管理与信息系统,信管1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-01
2596,1602010302,女,汉族,经济学院,经济学,经济1603,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-30
2597,1608020318,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1603,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-04-06
2598,201821120054,男,汉族,新闻与文化传播学院,新闻传播学类,新闻1801,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-05-04
2599,201721020207,女,汉族,经济学院,国际商务（中法）,国商1703,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2018-12-09
2600,201821110075,男,汉族,外国语学院,外国语言文学类,英语1803,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-25
2601,201821040061,男,汉族,法学院,法学类,法1808,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-30
2602,1606040206,男,汉族,工商管理学院,工商管理,工商1602,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-16
2603,201721130033,女,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1702,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-31
2604,201821130074,女,汉族,信息与安全工程学院,计算机类,信息1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-31
2605,201821130283,女,汉族,信息与安全工程学院,计算机类,信息1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-28
2606,201821130228,男,汉族,信息与安全工程学院,安全工程,安全1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-15
2607,201821040091,女,汉族,法学院,法学类,法1803,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-08
2608,1608020231,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1602,院级,社会实践团队,社会实践“优秀团队”,各学院分团委,团体,2019-09-08
2609,201721090201,男,汉族,统计与数学学院,统计学,统计1701,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-12-05
2610,201721130234,女,汉族,信息与安全工程学院,计算机科学与技术,计科1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-09-03
2611,1613020111,女,汉族,信息与安全工程学院,环境工程,环境1601,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-04
2612,201721050068,男,汉族,刑事司法学院,侦查学,职侦1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-10-10
2613,1602010322,女,汉族,经济学院,经济学,经济1603,院级,社会实践团队,社会实践“优秀团队”,各学院分团委,团体,2018-11-01
2614,1604080116,男,汉族,法学院,法学,法制1601,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-12-08
2615,1606050212,女,汉族,工商管理学院,市场营销,市营1602,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2017-04-07
2616,1604070133,女,汉族,法学院,法学,外法1601,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-02-11
2617,201721110024,男,汉族,外国语学院,日语,日语1702,院级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-07-05
2618,1602010427,女,汉族,经济学院,经济学,经济1604,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2018-12-07
2619,201721130058,男,汉族,信息与安全工程学院,计算机科学与技术,计科1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-09
2620,201821110115,女,汉族,外国语学院,外国语言文学类,英语1803,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-05
2621,201721050028,男,汉族,刑事司法学院,治安学,治安1701,院级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-05-01
2622,201721100229,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-05-30
2623,201721130143,女,汉族,信息与安全工程学院,信息管理与信息系统,信管1701,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-04
2624,201821080150,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1804,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-06
2625,201721130280,女,汉族,信息与安全工程学院,计算机科学与技术,计科1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-04
2626,201721030082,女,汉族,金融学院,工程管理,工程1701,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-07
2627,201721130227,女,汉族,信息与安全工程学院,计算机科学与技术,计科1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-01
2628,1607030310,女,汉族,财政税务学院,税收学,税务1603,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2018-12-25
2629,1607010324,女,汉族,财政税务学院,财政学,财政1603,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-04-01
2630,1607010314,女,汉族,财政税务学院,财政学,财政1603,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2018-12-31
2631,201821110170,女,汉族,外国语学院,俄语,俄语1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-02
2632,201721100126,女,汉族,法学院,法学,外法1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-01-23
2633,201821130185,女,汉族,信息与安全工程学院,计算机类,信息1804,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-30
2634,1632010147,女,汉族,文澜学院,经济管理试验班,经管1601,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2017-12-07
2635,201821060474,女,汉族,工商管理学院,工商管理类,工商1809,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-03
2636,1609050122,女,汉族,信息与安全工程学院,计算机科学与技术,计科1601,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-02-16
2637,1609100120,女,汉族,统计与数学学院,经济统计学,经统1601,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2017-12-05
2638,201721040197,女,汉族,文澜学院,经济管理试验班,经管1702,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-09-06
2639,201721040051,男,汉族,法学院,法学,外法1702,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-10-15
2640,1613030127,女,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1602,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-31
2641,1604000744,男,白族,法学院,法学,法1607,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-12-30
2642,201721110079,女,汉族,法学院,法学,民商1702,院级,社会实践团队,社会实践“优秀团队”,各学院分团委,团体,2019-04-20
2643,201721130072,男,汉族,信息与安全工程学院,电子商务（技术）,商务1702,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-15
2644,201721040296,男,汉族,法学院,法学,法1709,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-01-31
2645,201821130181,男,汉族,信息与安全工程学院,计算机类,信息1804,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-30
2646,1611030218,女,汉族,外国语学院,日语,日语1602,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-04-01
2647,201821030370,女,汉族,金融学院,管理科学与工程类,管工1801,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-04-05
2648,201821120165,女,汉族,新闻与文化传播学院,数字媒体艺术,媒体1802,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2019-08-10
2649,201721130154,女,汉族,信息与安全工程学院,电子商务（技术）,商务1702,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-12
2650,201721090201,男,汉族,统计与数学学院,统计学,统计1701,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-05
2651,201821060059,女,壮族,工商管理学院,工商管理类,工商1808,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2019-03-31
2652,201721020270,男,土家族,经济学院,经济学,经济1704,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-09-25
